model_id,org_id,model_type,params_B,metadata_row_present
decapoda-research/Antares-11b-v1,decapoda-research,Fine-tuned,10.0,True
decapoda-research/Antares-11b-v2,decapoda-research,Fine-tuned,10.0,True
decem/Dionysus-Mistral-m3-v5,decem,Fine-tuned,7.0,True
decem/Dionysus-Mistral-m3-v6,decem,Fine-tuned,7.0,True
decem/Dionysus-Mistral-n1-v1,decem,Fine-tuned,7.0,True
declare-lab/starling-7B,declare-lab,Chat/post-trained,7.0,True
decruz07/kellemar-DPO-7B,decruz07,Fine-tuned,7.0,True
decruz07/kellemar-DPO-7B-c,decruz07,Fine-tuned,7.0,True
decruz07/kellemar-DPO-7B-d,decruz07,Fine-tuned,7.0,True
decruz07/kellemar-DPO-7B-v1.01,decruz07,Fine-tuned,7.0,True
decruz07/kellemar-DPO-Orca-Distilled-7B-SLERP,decruz07,Chat/post-trained,7.0,True
decruz07/llama-2-7b-miniguanaco,decruz07,Fine-tuned,6.0,True
deepnight-research/lil-c3po,deepnight-research,Chat/post-trained,7.0,True
deepnight-research/llama-2-70B-inst,deepnight-research,Unknown,,False
deepseek-ai/deepseek-coder-1.3b-instruct,deepseek-ai,Chat/post-trained,1.0,True
deepseek-ai/deepseek-coder-6.7b-base,deepseek-ai,Pretrained,6.0,True
deepseek-ai/deepseek-coder-6.7b-instruct,deepseek-ai,Chat/post-trained,6.0,True
deepseek-ai/deepseek-coder-7b-instruct-v1.5,deepseek-ai,Fine-tuned,6.0,True
deepseek-ai/deepseek-llm-67b-base,deepseek-ai,Pretrained,67.0,True
deepseek-ai/deepseek-llm-67b-chat,deepseek-ai,Fine-tuned,67.0,True
deepseek-ai/deepseek-llm-7b-chat,deepseek-ai,Fine-tuned,7.0,True
deepseek-ai/deepseek-math-7b-base,deepseek-ai,Fine-tuned,7.0,True
deepseek-ai/deepseek-math-7b-instruct,deepseek-ai,Fine-tuned,7.0,True
deepseek-ai/deepseek-math-7b-rl,deepseek-ai,Fine-tuned,6.0,True
deepseek-ai/deepseek-moe-16b-base,deepseek-ai,Pretrained,16.0,True
defog/sqlcoder-34b-alpha,defog,Fine-tuned,34.0,True
delayedkarma/NeuralHermes-2.5-Mistral-7B,delayedkarma,Chat/post-trained,7.0,True
devingulliver/llama-pile-350b,devingulliver,Pretrained,1.0,True
dfurman/GarrulusMarcoro-7B-v0.1,dfurman,Fine-tuned,7.0,True
dfurman/HermesBagel-34B-v0.1,dfurman,Fine-tuned,34.0,True
dfurman/Llama-2-13B-Instruct-v0.2,dfurman,Chat/post-trained,13.0,True
dfurman/Llama-3-70B-Orpo-v0.1,dfurman,Chat/post-trained,70.0,True
dfurman/Llama-3-8B-Orpo-v0.1,dfurman,Chat/post-trained,8.0,True
dfurman/Mistral-7B-Instruct-v0.2,dfurman,Chat/post-trained,7.0,True
dfurman/Mixtral-8x7B-peft-v0.1,dfurman,Chat/post-trained,7.0,True
dfurman/MoMoMerge-72B-v0.1,dfurman,Chat/post-trained,72.0,True
dfurman/falcon-40b-openassistant-peft,dfurman,Fine-tuned,40.0,True
dfurman/llama-2-13b-guanaco-peft,dfurman,Unknown,,False
dfurman/llama-2-70b-dolphin-peft,dfurman,Fine-tuned,70.0,True
dfurman/llama-2-7b-instruct-peft,dfurman,Fine-tuned,7.0,True
dhanushreddy29/BrokenKeyboard,dhanushreddy29,Chat/post-trained,10.0,True
dhanushreddy29/BrokenKeyboardMerge,dhanushreddy29,Chat/post-trained,7.0,True
dhmeltzer/Llama-2-13b-hf-ds_eli5_1024_r_64_alpha_16,dhmeltzer,Chat/post-trained,13.0,True
dhmeltzer/Llama-2-13b-hf-ds_eli5_1024_r_64_alpha_16_merged,dhmeltzer,Chat/post-trained,13.0,True
dhmeltzer/Llama-2-13b-hf-ds_wiki_1024_full_r_64_alpha_16,dhmeltzer,Chat/post-trained,13.0,True
dhmeltzer/Llama-2-13b-hf-ds_wiki_1024_full_r_64_alpha_16_merged,dhmeltzer,Chat/post-trained,13.0,True
dhmeltzer/Llama-2-13b-hf-eli5-wiki-1024_r_64_alpha_16,dhmeltzer,Chat/post-trained,13.0,True
dhmeltzer/Llama-2-13b-hf-eli5-wiki-1024_r_64_alpha_16_merged,dhmeltzer,Chat/post-trained,13.0,True
dhmeltzer/Llama-2-7b-hf-eli5-cleaned-1024_qlora_merged,dhmeltzer,Chat/post-trained,6.0,True
dhmeltzer/Llama-2-7b-hf-eli5-cleaned-wiki65k-1024_qlora_merged,dhmeltzer,Chat/post-trained,6.0,True
dhmeltzer/Llama-2-7b-hf-wiki30k_r_64_alpha_16,dhmeltzer,Unknown,,False
dhmeltzer/llama-7b-SFT-qlora-eli5-wiki_DPO_ds_RM_top_2_1024_r_64_alpha_16,dhmeltzer,Chat/post-trained,7.0,True
dhmeltzer/llama-7b-SFT_ds_eli5_1024_r_64_alpha_16,dhmeltzer,Unknown,,False
dhmeltzer/llama-7b-SFT_ds_eli5_1024_r_64_alpha_16_merged,dhmeltzer,Fine-tuned,6.0,True
dhmeltzer/llama-7b-SFT_ds_wiki65k_1024_r_64_alpha_16_merged,dhmeltzer,Chat/post-trained,6.0,True
dhmeltzer/llama-7b-SFT_eli5_wiki65k_1024_r_64_alpha_16,dhmeltzer,Unknown,,False
dhmeltzer/llama-7b-SFT_eli5_wiki65k_1024_r_64_alpha_16_merged,dhmeltzer,Fine-tuned,6.0,True
diffnamehard/Mistral-CatMacaroni-slerp-gradient,diffnamehard,Fine-tuned,7.0,True
diffnamehard/Mistral-CatMacaroni-slerp-uncensored,diffnamehard,Fine-tuned,7.0,True
diffnamehard/Psyfighter2-Noromaid-ties-13B,diffnamehard,Fine-tuned,13.0,True
diffnamehard/Psyfighter2-Noromaid-ties-Capybara-13B,diffnamehard,Fine-tuned,13.0,True
digitous/13B-Chimera,digitous,Unknown,13.0,True
digitous/13B-HyperMantis,digitous,Fine-tuned,13.0,True
digitous/Adventien-GPTJ,digitous,Fine-tuned,,True
digitous/Alpacino13b,digitous,Fine-tuned,13.0,True
digitous/Alpacino30b,digitous,Fine-tuned,30.0,True
digitous/GPT-R,digitous,Fine-tuned,,True
digitous/Janin-GPTJ,digitous,Fine-tuned,,True
digitous/Janin-R,digitous,Fine-tuned,,True
digitous/Javalion-R,digitous,Fine-tuned,,True
digitous/Javelin-GPTJ,digitous,Fine-tuned,,True
digitous/Javelin-R,digitous,Fine-tuned,,True
digitous/Skegma-GPTJ,digitous,Fine-tuned,,True
dillfrescott/Nous-Hermes-2-SOLAR-10.7B-x2-MoE,dillfrescott,Fine-tuned,19.0,True
dillfrescott/amadeus-v0.1,dillfrescott,Fine-tuned,24.0,True
dillfrescott/sonya-medium-x8-MoE,dillfrescott,Fine-tuned,69.0,True
dillfrescott/trinity-medium,dillfrescott,Fine-tuned,10.0,True
doas/test2,doas,Fine-tuned,12.0,True
doas/test5,doas,Fine-tuned,12.0,True
dominguesm/canarim-7b,dominguesm,Fine-tuned,7.0,True
dotvignesh/perry-7b,dotvignesh,Fine-tuned,7.0,True
dozzke/hermorca,dozzke,Merged,7.0,True
dpv/finetuned-gpt2-tiny,dpv,Fine-tuned,,True
dreamgen/WizardLM-2-7B,dreamgen,Fine-tuned,7.0,True
dreamgen/llama3-8b-instruct-align-test1-kto,dreamgen,Fine-tuned,8.0,True
dreamgen/llama3-8b-instruct-align-test2-kto,dreamgen,Fine-tuned,8.0,True
dreamgen/opus-v1-34b,dreamgen,Fine-tuned,34.0,True
dreamgen/opus-v1.2-7b,dreamgen,Fine-tuned,7.0,True
dreamgen/opus-v1.2-llama-3-8b,dreamgen,Fine-tuned,8.0,True
dsvv-cair/alpaca-cleaned-llama-30b-bf16,dsvv-cair,Fine-tuned,30.0,True
duliadotio/dulia-13b-8k-alpha,duliadotio,Fine-tuned,13.0,True
duoqi/Nanbeige-16B-Base-Llama,duoqi,Pretrained,15.0,True
duoqi/Nanbeige2-16B-Chat,duoqi,Chat/post-trained,15.0,True
dvilasuero/NeuralHermes-2.5-Mistral-7B-distilabel,dvilasuero,Fine-tuned,7.0,True
dvruette/gpt-neox-20b-full-precision,dvruette,Fine-tuned,20.0,True
dvruette/llama-13b-pretrained,dvruette,Fine-tuned,13.0,True
dvruette/llama-13b-pretrained-dropout,dvruette,Fine-tuned,13.0,True
dvruette/llama-13b-pretrained-sft-do2,dvruette,Fine-tuned,13.0,True
dvruette/llama-13b-pretrained-sft-epoch-1,dvruette,Fine-tuned,13.0,True
dvruette/oasst-gpt-neox-20b-1000-steps,dvruette,Fine-tuned,20.0,True
dvruette/oasst-gpt-neox-20b-3000-steps,dvruette,Fine-tuned,20.0,True
dvruette/oasst-llama-13b-1000-steps,dvruette,Fine-tuned,13.0,True
dvruette/oasst-pythia-12b-6000-steps,dvruette,Unknown,12.0,True
dvruette/oasst-pythia-12b-pretrained-sft,dvruette,Fine-tuned,12.0,True
dvruette/oasst-pythia-6.9b-4000-steps,dvruette,Fine-tuned,6.0,True
dzakwan/dzakwan-MoE-4x7b-Beta,dzakwan,Merged,24.0,True
eachadea/vicuna-13b,eachadea,Fine-tuned,12.0,True
eachadea/vicuna-13b-1.1,eachadea,Fine-tuned,13.0,True
eachadea/vicuna-7b-1.1,eachadea,Fine-tuned,7.0,True
ed001/datascience-coder-6.7b,ed001,Fine-tuned,6.0,True
edor/Hermes-Platypus2-mini-7B,edor,Unknown,,False
edor/Stable-Platypus2-mini-7B,edor,Unknown,,False
eduagarcia/mistral-orpo-capybara-3k,eduagarcia,Chat/post-trained,7.0,True
eduagarcia/mistral-orpo-mix-21k,eduagarcia,Chat/post-trained,7.0,True
eduagarcia/mistral-orpo-mix-7k,eduagarcia,Chat/post-trained,7.0,True
ehartford/CodeLlama-34b-Instruct-hf,ehartford,Unknown,,False
ehartford/CodeLlama-34b-Python-hf,ehartford,Fine-tuned,33.0,True
ehartford/Samantha-1.11-13b,ehartford,Fine-tuned,12.0,True
ehartford/Samantha-1.11-70b,ehartford,Chat/post-trained,68.0,True
ehartford/Samantha-1.11-7b,ehartford,Chat/post-trained,6.0,True
ehartford/Samantha-1.11-CodeLlama-34b,ehartford,Fine-tuned,33.0,True
ehartford/Wizard-Vicuna-13B-Uncensored,ehartford,Fine-tuned,12.0,True
ehartford/Wizard-Vicuna-30B-Uncensored,ehartford,Fine-tuned,32.0,True
ehartford/Wizard-Vicuna-7B-Uncensored,ehartford,Fine-tuned,6.0,True
ehartford/WizardLM-1.0-Uncensored-CodeLlama-34b,ehartford,Chat/post-trained,33.0,True
ehartford/WizardLM-1.0-Uncensored-Llama2-13b,ehartford,Fine-tuned,12.0,True
ehartford/WizardLM-13B-Uncensored,ehartford,Fine-tuned,12.0,True
ehartford/WizardLM-30B-Uncensored,ehartford,Fine-tuned,32.0,True
ehartford/WizardLM-33B-V1.0-Uncensored,ehartford,Unknown,32.0,True
ehartford/WizardLM-7B-Uncensored,ehartford,Fine-tuned,6.0,True
ehartford/based-30b,ehartford,Fine-tuned,32.0,True
ehartford/dolphin-2.0-mistral-7b,ehartford,Fine-tuned,7.0,True
ehartford/dolphin-2.1-mistral-7b,ehartford,Chat/post-trained,7.0,True
ehartford/dolphin-2.2-70b,ehartford,Chat/post-trained,70.0,True
ehartford/dolphin-2.2-yi-34b-200k,ehartford,Chat/post-trained,34.0,True
ehartford/dolphin-2.2.1-mistral-7b,ehartford,Fine-tuned,7.0,True
ehartford/dolphin-llama-13b,ehartford,Fine-tuned,12.0,True
ehartford/dolphin-llama2-7b,ehartford,Fine-tuned,6.0,True
ehartford/minotaur-llama2-13b-qlora,ehartford,Chat/post-trained,13.0,True
ehartford/samantha-1.1-llama-33b,ehartford,Unknown,32.0,True
ehartford/samantha-1.2-mistral-7b,ehartford,Chat/post-trained,7.0,True
ehartford/samantha-mistral-7b,ehartford,Chat/post-trained,7.0,True
ehartford/samantha-mistral-instruct-7b,ehartford,Chat/post-trained,7.0,True
ehristoforu/Llama-3-4b-community,ehristoforu,Fine-tuned,4.0,True
eldogbbhed/NeuralBeagleJaskier,eldogbbhed,Merged,7.0,True
eldogbbhed/NeuralKrishnaMathWizard-7B,eldogbbhed,Merged,7.0,True
eldogbbhed/NeuralMonarchCoderPearlBeagle,eldogbbhed,Merged,7.0,True
eldogbbhed/NeuralMonarchCoderPearlBeagle-T3Q-Mistral-Orca-Math-DPO-7b,eldogbbhed,Merged,7.0,True
eldogbbhed/NeuralPearlBeagle,eldogbbhed,Merged,7.0,True
eldogbbhed/Peagle-9b,eldogbbhed,Merged,8.0,True
elinas/Llama-3-13B-Instruct,elinas,Merged,13.0,True
elinas/Llama-3-13B-Instruct-ft,elinas,Fine-tuned,13.0,True
elinas/Llama-3-15B-Instruct-ft-v2,elinas,Fine-tuned,15.0,True
elinas/Llama-3-15B-Instruct-zeroed,elinas,Merged,15.0,True
elinas/Llama-3-15B-Instruct-zeroed-ft,elinas,Fine-tuned,15.0,True
elinas/Llama-3-8B-Ultra-Instruct,elinas,Merged,8.0,True
elinas/chronos-13b-v2,elinas,Fine-tuned,13.0,True
elinas/chronos-33b,elinas,Fine-tuned,33.0,True
elinas/chronos-70b-v2,elinas,Fine-tuned,70.0,True
elinas/chronos-mistral-7b,elinas,Fine-tuned,7.0,True
elinas/chronos007-70b,elinas,Chat/post-trained,68.0,True
elliotthwang/Elliott-Chinese-LLaMa-GPTQ,elliotthwang,Fine-tuned,53.0,True
elliotthwang/Elliott-Chinese-LLaMa-GPTQ-V1.0,elliotthwang,Fine-tuned,53.0,True
elliotthwang/Elliott-Chinese-LLaMa-GPTQ-V2.0,elliotthwang,Fine-tuned,,True
elliotthwang/elliott_Llama-2-7b-hf,elliotthwang,Fine-tuned,6.0,True
elyza/ELYZA-japanese-Llama-2-13b,elyza,Fine-tuned,13.0,True
elyza/ELYZA-japanese-Llama-2-13b-fast,elyza,Fine-tuned,13.0,True
elyza/ELYZA-japanese-Llama-2-13b-instruct,elyza,Fine-tuned,13.0,True
elyza/ELYZA-japanese-Llama-2-7b,elyza,Fine-tuned,7.0,True
elyza/ELYZA-japanese-Llama-2-7b-fast,elyza,Fine-tuned,7.0,True
elyza/ELYZA-japanese-Llama-2-7b-fast-instruct,elyza,Fine-tuned,7.0,True
elyza/ELYZA-japanese-Llama-2-7b-instruct,elyza,Chat/post-trained,7.0,True
eren23/DistiLabelOrca-TinyLLama-1.1B,eren23,Fine-tuned,1.0,True
eren23/DistilHermes-2.5-Mistral-7B,eren23,Fine-tuned,7.0,True
eren23/Experiment26-12B,eren23,Fine-tuned,12.0,True
eren23/FrankenBeagle-SmallOverlap-test,eren23,Fine-tuned,8.0,True
eren23/NeuralDareBeagle-7B-slerp,eren23,Fine-tuned,7.0,True
eren23/OGNO-7b-dpo-truthful,eren23,Chat/post-trained,7.0,True
eren23/dpo-binarized-NeuralTrix-7B,eren23,Chat/post-trained,7.0,True
eren23/dpo-binarized-NeutrixOmnibe-7B,eren23,Chat/post-trained,7.0,True
eren23/finetune_test_qwen15-1-8b-sft-lora,eren23,Fine-tuned,8.0,True
eren23/merged-dpo-binarized-NeutrixOmnibe-7B,eren23,Fine-tuned,7.0,True
eren23/ogno-monarch-jaskier-merge-7b,eren23,Fine-tuned,7.0,True
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,eren23,Merged,7.0,True
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO-v2,eren23,Merged,7.0,True
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO-v3,eren23,Fine-tuned,7.0,True
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO-v4-test,eren23,Merged,7.0,True
eren23/ogno-monarch-jaskier-merge-7b-v2,eren23,Fine-tuned,7.0,True
eren23/slerp-test-turdus-beagle,eren23,Chat/post-trained,7.0,True
ericpolewski/AIRIC-The-Intern,ericpolewski,Fine-tuned,20.0,True
ericpolewski/AIRIC-The-Mistral,ericpolewski,Chat/post-trained,7.0,True
ericpolewski/ASTS-PFAF,ericpolewski,Fine-tuned,13.0,True
ericpolewski/Palworld-SME-13b,ericpolewski,Fine-tuned,13.0,True
ericpolewski/TacoBeLLM,ericpolewski,Fine-tuned,13.0,True
ericzzz/falcon-rw-1b-chat,ericzzz,Chat/post-trained,1.0,True
eswardivi/llamathon,eswardivi,Fine-tuned,,True
eswardivi/llamathon_v1,eswardivi,Fine-tuned,,True
eswardivi/llamathon_v2,eswardivi,Fine-tuned,,True
ethzanalytics/pythia-31m,ethzanalytics,Pretrained,,True
euclaise/Ferret-7B,euclaise,Chat/post-trained,7.0,True
euclaise/Ferret_7B,euclaise,Chat/post-trained,7.0,True
euclaise/ReMask-3B,euclaise,Chat/post-trained,2.0,True
euclaise/crow-1b,euclaise,Chat/post-trained,1.0,True
euclaise/falcon_1b_stage1,euclaise,Fine-tuned,1.0,True
euclaise/falcon_1b_stage2,euclaise,Fine-tuned,1.0,True
euclaise/falcon_1b_stage3,euclaise,Fine-tuned,1.0,True
euclaise/falcon_1b_stage3_2,euclaise,Fine-tuned,1.0,True
euclaise/gpt-neox-122m-minipile-digits,euclaise,Fine-tuned,,True
ewof/koishi-instruct-3b,ewof,Fine-tuned,2.0,True
ewqr2130/7B_ppo_phiRM_2GPU_3e-7step_4000,ewqr2130,Fine-tuned,7.0,True
ewqr2130/TinyLamma-SFT,ewqr2130,Fine-tuned,1.0,True
ewqr2130/alignment-handbook-zephyr-7b-sft-full-dpo-5e7-cont1,ewqr2130,Fine-tuned,7.0,True
ewqr2130/alignment-handbook-zephyr-7b-sft-full-dpo-5e7-cont2,ewqr2130,Fine-tuned,7.0,True
ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_102,ewqr2130,Fine-tuned,7.0,True
ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_51,ewqr2130,Fine-tuned,7.0,True
ewqr2130/alignment-handbook-zephyr-7b_ppostep_100,ewqr2130,Fine-tuned,7.0,True
ewqr2130/llama2-7b-raw-sft,ewqr2130,Fine-tuned,6.0,True
ewqr2130/llama2-ppo,ewqr2130,Fine-tuned,6.0,True
ewqr2130/llama_ppo_1e6_new_tokenizerstep_8000,ewqr2130,Fine-tuned,6.0,True
ewqr2130/llama_ppo_1e6step_4000,ewqr2130,Fine-tuned,6.0,True
ewqr2130/llama_sft_longer,ewqr2130,Fine-tuned,6.0,True
ewqr2130/mistral-7b-raw-sft,ewqr2130,Fine-tuned,6.0,True
ewqr2130/mistral-inst-ppo,ewqr2130,Fine-tuned,7.0,True
ewqr2130/mistral-inst-v02-dpo,ewqr2130,Fine-tuned,7.0,True
ewqr2130/mistral-se-inst-ppo,ewqr2130,Fine-tuned,7.0,True
facebook/galactica-1.3b,facebook,Unknown,,False
facebook/galactica-30b,facebook,Unknown,,False
facebook/opt-1.3b,facebook,Unknown,1.0,True
facebook/opt-125m,facebook,Pretrained,,True
facebook/opt-13b,facebook,Pretrained,13.0,True
facebook/opt-2.7b,facebook,Pretrained,2.0,True
facebook/opt-30b,facebook,Pretrained,30.0,True
facebook/opt-350m,facebook,Pretrained,,True
facebook/opt-6.7b,facebook,Pretrained,6.0,True
facebook/opt-66b,facebook,Pretrained,66.0,True
facebook/opt-iml-max-1.3b,facebook,Unknown,1.0,True
facebook/opt-iml-max-30b,facebook,Unknown,30.0,True
facebook/xglm-1.7B,facebook,Unknown,1.0,True
facebook/xglm-4.5B,facebook,Pretrained,5.0,True
facebook/xglm-564M,facebook,Pretrained,,True
facebook/xglm-7.5B,facebook,Pretrained,7.0,True
failspy/Llama-3-8B-Instruct-MopeyMule,failspy,Fine-tuned,8.0,True
failspy/Llama-3-8B-Instruct-abliterated,failspy,Fine-tuned,8.0,True
failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,failspy,Fine-tuned,8.0,True
failspy/Phi-3-medium-4k-instruct-abliterated-v3,failspy,Fine-tuned,13.0,True
failspy/llama-3-70B-Instruct-abliterated,failspy,Fine-tuned,70.0,True
fangloveskari/Dolphin_ORCA_LLaMA_70b_QLoRA,fangloveskari,Unknown,,False
fangloveskari/ORCA_LLaMA_70B_QLoRA,fangloveskari,Fine-tuned,70.0,True
fangloveskari/Platypus_QLoRA_LLaMA_70b,fangloveskari,Fine-tuned,70.0,True
fangzhaoz/pearl7B_tuneonGSM8K,fangzhaoz,Fine-tuned,7.0,True
fblgit/LUNA-SOLARkrautLM-Instruct,fblgit,Fine-tuned,10.0,True
fblgit/UNA-34BeagleSimpleMath-32K-v1,fblgit,Fine-tuned,34.0,True
fblgit/UNA-POLAR-10.7B-InstructMath-v2,fblgit,Fine-tuned,10.0,True
fblgit/UNA-SOLAR-10.7B-Instruct-v1.0,fblgit,Fine-tuned,10.0,True
fblgit/UNA-SimpleSmaug-34b-v1beta,fblgit,Fine-tuned,34.0,True
fblgit/UNA-TheBeagle-7b-v1,fblgit,Chat/post-trained,7.0,True
fblgit/UNA-ThePitbull-21.4-v1,fblgit,Fine-tuned,21.0,True
fblgit/UNA-ThePitbull-21.4B-v2,fblgit,Fine-tuned,21.0,True
fblgit/UNA-dolphin-2.6-mistral-7b-dpo-laser,fblgit,Fine-tuned,7.0,True
fblgit/UNAversal-8x7B-v1beta,fblgit,Fine-tuned,46.0,True
fblgit/una-cybertron-7b-v1-fp16,fblgit,Fine-tuned,7.0,True
fblgit/una-cybertron-7b-v2-bf16,fblgit,Fine-tuned,7.0,True
fblgit/una-cybertron-7b-v3-OMA,fblgit,Fine-tuned,7.0,True
fblgit/una-llama-7b,fblgit,Fine-tuned,6.0,True
fblgit/una-xaberius-34b-v1beta,fblgit,Fine-tuned,34.0,True
feeltheAGI/Maverick-Math-7B,feeltheAGI,Fine-tuned,7.0,True
feeltheAGI/mistral-maths7B,feeltheAGI,Fine-tuned,7.0,True
fhai50032/BeagleLake-7B,fhai50032,Merged,7.0,True
fhai50032/BeagleLake-7B-Toxic,fhai50032,Fine-tuned,7.0,True
fhai50032/Mistral-4B-FT-2,fhai50032,Fine-tuned,3.0,True
fhai50032/RP-Coder-SM3,fhai50032,Fine-tuned,7.0,True
fhai50032/RPLakeCoder-TxC,fhai50032,Fine-tuned,,True
fhai50032/RolePlayLake-7B,fhai50032,Merged,7.0,True
fhai50032/SamChat,fhai50032,Fine-tuned,7.0,True
fhai50032/SamCoder-TxC,fhai50032,Fine-tuned,7.0,True
fhai50032/xLakeChat,fhai50032,Fine-tuned,7.0,True
field2437/phi-2-platypus-Commercial-lora,field2437,Fine-tuned,2.0,True
field2437/phi-2-test,field2437,Fine-tuned,2.0,True
fierysurf/Ambari-7B-Instruct-v0.1-sharded,fierysurf,Fine-tuned,6.0,True
fierysurf/Ambari-7B-base-v0.1-sharded,fierysurf,Fine-tuned,6.0,True
fierysurf/Kan-LLaMA-7B-SFT-v0.1-sharded,fierysurf,Fine-tuned,6.0,True
fierysurf/Kan-LLaMA-7B-base,fierysurf,Fine-tuned,6.0,True
fionazhang/fine-tune-mistral-environment-merge,fionazhang,Fine-tuned,7.0,True
fionazhang/fine-tune-mistral-long-merge,fionazhang,Fine-tuned,7.0,True
fionazhang/mistral-environment-adapter,fionazhang,Fine-tuned,7.0,True
fionazhang/mistral-environment-all,fionazhang,Fine-tuned,7.0,True
fionazhang/mistral-experiment-6,fionazhang,Fine-tuned,,True
fionazhang/mistral-experiment-6-merge,fionazhang,Fine-tuned,7.0,True
fireballoon/baichuan-vicuna-chinese-7b,fireballoon,Fine-tuned,7.0,True
flammenai/Mahou-1.0-llama3-8B,flammenai,Fine-tuned,8.0,True
flammenai/Mahou-1.0-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/Mahou-1.1-llama3-8B,flammenai,Fine-tuned,8.0,True
flammenai/Mahou-1.1-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/Mahou-1.2-llama3-8B,flammenai,Fine-tuned,8.0,True
flammenai/Mahou-1.2-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/Mahou-1.2a-llama3-8B,flammenai,Fine-tuned,8.0,True
flammenai/Mahou-1.2a-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/Mahou-1.3-llama3-8B,flammenai,Fine-tuned,8.0,True
flammenai/Mahou-1.3-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen18X-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen20-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen21X-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen22-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen22C-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen23-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen23X-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen24-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen26-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen27-mistral-7B,flammenai,Fine-tuned,7.0,True
flammenai/flammen29-mistral-7B,flammenai,Fine-tuned,7.0,True
flemmingmiguel/DareBeagle-7B,flemmingmiguel,Fine-tuned,7.0,True
flemmingmiguel/Distilled-HermesChat-7B,flemmingmiguel,Fine-tuned,7.0,True
flemmingmiguel/MBX-7B,flemmingmiguel,Fine-tuned,7.0,True
flemmingmiguel/MBX-7B-v2,flemmingmiguel,Merged,7.0,True
flemmingmiguel/MBX-7B-v3,flemmingmiguel,Merged,7.0,True
flemmingmiguel/MDBX-7B,flemmingmiguel,Fine-tuned,7.0,True
flemmingmiguel/MarcMistral-7B,flemmingmiguel,Fine-tuned,7.0,True
flemmingmiguel/Mistrality-7B,flemmingmiguel,Fine-tuned,7.0,True
flemmingmiguel/NeuDist-Ro-7B,flemmingmiguel,Fine-tuned,7.0,True
formulae/Dorflan,formulae,Fine-tuned,6.0,True
fradinho/llama-mistral,fradinho,Fine-tuned,7.0,True
frank098/WizardLM_13B_juniper,frank098,Fine-tuned,13.0,True
frank098/orca_mini_3b_juniper,frank098,Fine-tuned,3.0,True
frankenmerger/MiniLlama-1.8b-Chat-v0.1,frankenmerger,Chat/post-trained,1.0,True
frankenmerger/cosmo-3b-test,frankenmerger,Fine-tuned,2.0,True
frankenmerger/cosmo-3b-test-v0.2,frankenmerger,Fine-tuned,2.0,True
frankenmerger/delta-4B-scientific,frankenmerger,Fine-tuned,4.0,True
frankenmerger/delta-4B-super,frankenmerger,Fine-tuned,4.0,True
frankenmerger/delta-4b-orange,frankenmerger,Fine-tuned,4.0,True
frankenmerger/gemoy-4b-instruct,frankenmerger,Fine-tuned,4.0,True
frankenmerger/gemoy-4b-instruct-scientific,frankenmerger,Fine-tuned,4.0,True
freeCS-dot-org/OpenAGI-testing-intelDPO-2,freeCS-dot-org,Chat/post-trained,7.0,True
freeCS-dot-org/OpenAGI-testing-truthyDPO-1,freeCS-dot-org,Chat/post-trained,7.0,True
freeCS-dot-org/ThetaWave-7B-v0.1,freeCS-dot-org,Pretrained,7.0,True
freeCS-dot-org/ThetaZero-7B-1,freeCS-dot-org,Fine-tuned,7.0,True
freeCS-dot-org/Zero-7B-test-3,freeCS-dot-org,Fine-tuned,7.0,True
freecs/Llama-3-7b,freecs,Pretrained,6.0,True
freecs/ThetaWave-14B-v0.1,freecs,Pretrained,14.0,True
freecs/ThetaWave-28B-v0.1,freecs,Pretrained,28.0,True
freecs/ThetaWave-7B,freecs,Pretrained,7.0,True
freecs/ThetaWave-7B-v0,freecs,Fine-tuned,7.0,True
freecs/ThetaWave-7B-v0.1,freecs,Fine-tuned,7.0,True
freecs/ThetaWave-7B-v0.2,freecs,Fine-tuned,7.0,True
freecs/ThetaWave-7B-v1,freecs,Fine-tuned,7.0,True
freecs/Tiny-Llama-3-7b,freecs,Pretrained,6.0,True
freecs/Zero-7B-test-1,freecs,Fine-tuned,7.0,True
