repo,family
open-llm-leaderboard-old/details_amazingvince__Not-WizardLM-2-7B,amazingvince
open-llm-leaderboard-old/details_amazingvince__where-llambo-7b,amazingvince
open-llm-leaderboard-old/details_alykassem__ds_diasum_md_mixtral,alykassem
open-llm-leaderboard-old/details_amazingvince__openhermes-7b-dpo,amazingvince
open-llm-leaderboard-old/details_amazon__LightGPT,amazon
open-llm-leaderboard-old/details_ammarali32__MultiVerse_LASER,ammarali32
open-llm-leaderboard-old/details_amu__dpo-Qwen1.5-0.5B-Chat,amu
open-llm-leaderboard-old/details_amu__dpo-phi2,amu
open-llm-leaderboard-old/details_amu__orpo-lora-phi2,amu
open-llm-leaderboard-old/details_amu__orpo-phi2,amu
open-llm-leaderboard-old/details_aloobun__Reyna-Mini-1.8B-v0.2,aloobun
open-llm-leaderboard-old/details_amu__r-zephyr-7b-beta-qlora,amu
open-llm-leaderboard-old/details_amu__spin-phi2,amu
open-llm-leaderboard-old/details_aloobun__Reyna-Mini-1.8B-v0.1,aloobun
open-llm-leaderboard-old/details_anakin87__gemma-2b-orpo,anakin87
open-llm-leaderboard-old/details_alnrg2arg__test_wanda_240109,alnrg2arg
open-llm-leaderboard-old/details_amu__zen,amu
open-llm-leaderboard-old/details_amu__spin-phi2-1.5,amu
open-llm-leaderboard-old/details_anakin87__gemma-3.5b-orpo-selfmerge,anakin87
open-llm-leaderboard-old/details_amu__spin-phi2-2,amu
open-llm-leaderboard-old/details_ammarali32__multi_verse_model,ammarali32
open-llm-leaderboard-old/details_andrijdavid__Meta-Llama-3-13B-Instruct,andrijdavid
open-llm-leaderboard-old/details_amu__zen_moe,amu
open-llm-leaderboard-old/details_andrijdavid__Macaroni-v2-7b,andrijdavid
open-llm-leaderboard-old/details_andrijdavid__Macaroni-7b-Tied,andrijdavid
open-llm-leaderboard-old/details_aloobun__Synch-Qwen1.5-1.8B,aloobun
open-llm-leaderboard-old/details_anas-awadalla__mpt-1b-redpajama-200b,anas-awadalla
open-llm-leaderboard-old/details_andrijdavid__macaroni-7b,andrijdavid
open-llm-leaderboard-old/details_andrijdavid__tinyllama-dare,andrijdavid
open-llm-leaderboard-old/details_andysalerno__mistral-sft-v3,andysalerno
open-llm-leaderboard-old/details_aloobun__Cypher-Laser-Mixtral-2x1.8B-v0.1,aloobun
open-llm-leaderboard-old/details_andysalerno__openchat-nectar-0.11,andysalerno
open-llm-leaderboard-old/details_andreaskoepf__llama2-13b-megacode2_min100,andreaskoepf
open-llm-leaderboard-old/details_anas-awadalla__mpt-7b,anas-awadalla
open-llm-leaderboard-old/details_andysalerno__openchat-nectar-0.1,andysalerno
open-llm-leaderboard-old/details_andysalerno__openchat-nectar-0.14,andysalerno
open-llm-leaderboard-old/details_andysalerno__openchat-nectar-0.3,andysalerno
open-llm-leaderboard-old/details_aloobun__bun_mistral_7b_v2,aloobun
open-llm-leaderboard-old/details_andysalerno__openchat-nectar-0.6,andysalerno
open-llm-leaderboard-old/details_andysalerno__openchat-nectar-0.5,andysalerno
open-llm-leaderboard-old/details_aloobun__d-Qwen1.5-0.5B,aloobun
open-llm-leaderboard-old/details_andysalerno__openchat-nectar-0.7,andysalerno
open-llm-leaderboard-old/details_andysalerno__rainbowfish-7B-v9,andysalerno
open-llm-leaderboard-old/details_andysalerno__openchat-nectar-0.8,andysalerno
open-llm-leaderboard-old/details_andysalerno__rainbowfish-v6,andysalerno
open-llm-leaderboard-old/details_anhnv125__llama-op-v4,anhnv125
open-llm-leaderboard-old/details_anhnv125__pygmalion-6b-roleplay,anhnv125
open-llm-leaderboard-old/details_ankhamun__xxxI-Ixxx,ankhamun
open-llm-leaderboard-old/details_antiven0m__finch,antiven0m
open-llm-leaderboard-old/details_andysalerno__cloudymixtral7Bx2-nectar-0.2,andysalerno
open-llm-leaderboard-old/details_andysalerno__openchat-nectar-0.4,andysalerno
open-llm-leaderboard-old/details_antiven0m__reverie-7b,antiven0m
open-llm-leaderboard-old/details_antiven0m__brugle-rp,antiven0m
open-llm-leaderboard-old/details_appvoid__palmer-002.5,appvoid
open-llm-leaderboard-old/details_aloobun__d-Qwen1.5-1.8B,aloobun
open-llm-leaderboard-old/details_aqweteddy__llama_chat-tv_en_luban-tv_stable_platypus2,aqweteddy
open-llm-leaderboard-old/details_aqweteddy__Tulpar-tv_marcoroni-7b,aqweteddy
open-llm-leaderboard-old/details_anton-l__gpt-j-tiny-random,anton-l
open-llm-leaderboard-old/details_appvoid__palmer-002,appvoid
open-llm-leaderboard-old/details_aqweteddy__mistral_tv-neural-marconroni,aqweteddy
open-llm-leaderboard-old/details_arcee-ai__Saul-Instruct-Clown-7b,arcee-ai
open-llm-leaderboard-old/details_argilla__CapybaraHermes-2.5-Mistral-7B,argilla
open-llm-leaderboard-old/details_andysalerno__rainbowfish-7B-v10,andysalerno
open-llm-leaderboard-old/details_arcee-ai__Clown-DPO-Extended,arcee-ai
open-llm-leaderboard-old/details_aloobun__falcon-1b-cot-t2,aloobun
open-llm-leaderboard-old/details_andysalerno__rainbowfish-v7,andysalerno
open-llm-leaderboard-old/details_argilla__DistilabelBeagle14-7B,argilla
open-llm-leaderboard-old/details_argilla__distilabeled-Marcoro14-7B-slerp,argilla
open-llm-leaderboard-old/details_argilla__distilabeled-Marcoro14-7B-slerp-full,argilla
open-llm-leaderboard-old/details_argilla__notus-8x7b-experiment,argilla
open-llm-leaderboard-old/details_argilla__distilabeled-Hermes-2.5-Mistral-7B,argilla
open-llm-leaderboard-old/details_argilla__notus-7b-v1,argilla
open-llm-leaderboard-old/details_argilla__notux-8x7b-v1,argilla
open-llm-leaderboard-old/details_aridoverrun__Foxglove_7B,aridoverrun
open-llm-leaderboard-old/details_ariellee__SuperPlatty-30B,ariellee
open-llm-leaderboard-old/details_argilla__notux-8x7b-v1-epoch-2,argilla
open-llm-leaderboard-old/details_arlineka__Brunhilde-13b-v3,arlineka
open-llm-leaderboard-old/details_arlineka__Brunhilde-13b,arlineka
open-llm-leaderboard-old/details_arlineka__Brunhilde-2x7b-MOE-DPO-v.01.5,arlineka
open-llm-leaderboard-old/details_arshadshk__Mistral-Hinglish-7B-Instruct-v0.2,arshadshk
open-llm-leaderboard-old/details_arlineka__Brunhilde-13b-v1,arlineka
open-llm-leaderboard-old/details_arlineka__KittyNyanster-v1,arlineka
open-llm-leaderboard-old/details_arvindanand__ValidateAI-3-33B-Ties,arvindanand
open-llm-leaderboard-old/details_arvindanand__ValidateAI-2-33B-AT,arvindanand
open-llm-leaderboard-old/details_arvindanand__ValidateAI-33B-slerp,arvindanand
open-llm-leaderboard-old/details_arver__llama7b-qlora,arver
open-llm-leaderboard-old/details_ashercn97__giraffe-7b,ashercn97
open-llm-leaderboard-old/details_athirdpath__Iambe-20b-DARE-v2,athirdpath
open-llm-leaderboard-old/details_athirdpath__NSFW_DPO_Noromaid-7b,athirdpath
open-llm-leaderboard-old/details_arvindanand__Deepseek-Wizard-33B-slerp,arvindanand
open-llm-leaderboard-old/details_ashercn97__manatee-7b,ashercn97
open-llm-leaderboard-old/details_augmxnt__shisa-7b-v1,augmxnt
open-llm-leaderboard-old/details_augmxnt__shisa-base-7b-v1,augmxnt
open-llm-leaderboard-old/details_athirdpath__Orca-2-13b-Alpaca-Uncensored,athirdpath
open-llm-leaderboard-old/details_augtoma__qCammel-70-x,augtoma
open-llm-leaderboard-old/details_augmxnt__shisa-gamma-7b-v1,augmxnt
open-llm-leaderboard-old/details_augtoma__qCammel-13,augtoma
open-llm-leaderboard-old/details_augtoma__qCammel70,augtoma
open-llm-leaderboard-old/details_ausboss__llama-13b-supercot,ausboss
open-llm-leaderboard-old/details_automerger__Experiment29Pastiche-7B,automerger
open-llm-leaderboard-old/details_ausboss__llama7b-wizardlm-unfiltered,ausboss
open-llm-leaderboard-old/details_automerger__Experiment26Yamshadow-7B,automerger
open-llm-leaderboard-old/details_automerger__Experiment27Neuralsirkrishna-7B,automerger
open-llm-leaderboard-old/details_augtoma__qCammel-70x,augtoma
open-llm-leaderboard-old/details_automerger__Experiment27Pastiche-7B,automerger
open-llm-leaderboard-old/details_automerger__Inex12Yamshadow-7B,automerger
open-llm-leaderboard-old/details_automerger__Experiment28Yam-7B,automerger
open-llm-leaderboard-old/details_automerger__OgnoExperiment27-7B,automerger
open-llm-leaderboard-old/details_automerger__Ognoexperiment27Multi_verse_model-7B,automerger
open-llm-leaderboard-old/details_automerger__ShadowYamshadow-7B,automerger
open-llm-leaderboard-old/details_automerger__PasticheInex12-7B,automerger
open-llm-leaderboard-old/details_automerger__YamshadowExperiment28-7B,automerger
open-llm-leaderboard-old/details_automerger__ShadowYam-7B,automerger
open-llm-leaderboard-old/details_awnr__Mistral-7B-v0.1-signtensors-1-over-2,awnr
open-llm-leaderboard-old/details_automerger__YamShadow-7B,automerger
open-llm-leaderboard-old/details_avinash31d__phi-2-slerp,avinash31d
open-llm-leaderboard-old/details_awnr__Mistral-7B-v0.1-signtensors-1-over-4,awnr
open-llm-leaderboard-old/details_automerger__T3qm7xNeuralsirkrishna-7B,automerger
open-llm-leaderboard-old/details_automerger__Strangemerges_32Yamshadow-7B,automerger
open-llm-leaderboard-old/details_ausboss__llama-30b-supercot,ausboss
open-llm-leaderboard-old/details_azarafrooz__gemma-2b-it-nlai-p1,azarafrooz
open-llm-leaderboard-old/details_azale-ai__DukunLM-7B-V1.0-Uncensored,azale-ai
open-llm-leaderboard-old/details_azarafrooz__Mistral-7B-Instruct-v0.2-Selfplay-v0,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__gemma-2b-nlaf-v0,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__Mistral-7B-Instruct-v2-sp-v0.1,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__gemma-nlaf-v1,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__gemma-2b-it-nlai-v0,azarafrooz
open-llm-leaderboard-old/details_automerger__NeuralsirkrishnaExperiment26-7B,automerger
open-llm-leaderboard-old/details_azarafrooz__Mistral-7B-Instruct-v0.2-sp-v0,azarafrooz
open-llm-leaderboard-old/details_altomek__CodeRosa-70B-AB1,altomek
open-llm-leaderboard-old/details_aloobun__slerp_bun_mistral_7b_v2,aloobun
open-llm-leaderboard-old/details_azarafrooz__phi-gemma-nlaf-v0,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__phi-gemma-nlaf-v1,azarafrooz
open-llm-leaderboard-old/details_azharsultan__Meta-Llama-3-8B-orpo,azharsultan
open-llm-leaderboard-old/details_aloobun__open-llama-3b-v2-elmv3,aloobun
open-llm-leaderboard-old/details_azarafrooz__gemma-2b-it-sp-test-openherms-step500,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__gemma-2b-it-sp-test1,azarafrooz
open-llm-leaderboard-old/details_awnr__Mistral-7B-v0.1-half-naive-A,awnr
open-llm-leaderboard-old/details_automerger__PasticheAlloyingotneoy-7B,automerger
open-llm-leaderboard-old/details_azarafrooz__gemma-2b-it-sp-test,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__mistral-v2-7b-selfplay-v0,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__mistral2-sp-lima-test,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__mistral-v2-7b-selfplay-v0-test,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__mistral-7b-v2-selfplay-v0,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__mistral-7b-v2-selfplay-v1,azarafrooz
open-llm-leaderboard-old/details_azarafrooz__mistral-v2-7b-selfplay-low-tmp,azarafrooz
open-llm-leaderboard-old/details_axxd__wizardllama-7b,axxd
open-llm-leaderboard-old/details_bababababooey__mergekit-slerp-mntqhzv,bababababooey
open-llm-leaderboard-old/details_azarafrooz__mistral-7b-selfplay-v0,azarafrooz
open-llm-leaderboard-old/details_bababababooey__mergekit-slerp-bxtecvo,bababababooey
open-llm-leaderboard-old/details_bardsai__jaskier-7b-dpo-v2,bardsai
open-llm-leaderboard-old/details_bardsai__jaskier-7b-dpo-v3.3,bardsai
open-llm-leaderboard-old/details_bardsai__jaskier-7b-dpo-v4.3,bardsai
open-llm-leaderboard-old/details_bardsai__jaskier-7b-dpo-v4.1,bardsai
open-llm-leaderboard-old/details_bardsai__jaskier-7b-dpo,bardsai
open-llm-leaderboard-old/details_bardsai__jaskier-7b-dpo-v7.1,bardsai
open-llm-leaderboard-old/details_bartowski__internlm2-chat-20b-llama-old,bartowski
open-llm-leaderboard-old/details_bardsai__jaskier-7b-dpo-v5.6,bardsai
open-llm-leaderboard-old/details_bartowski__internlm2-chat-20b-llama,bartowski
open-llm-leaderboard-old/details_bardsai__jaskier-7b-dpo-v6.1,bardsai
open-llm-leaderboard-old/details_bartowski__internlm2-chat-7b-sft-llama,bartowski
open-llm-leaderboard-old/details_bartowski__internlm2-math-20b-llama,bartowski
open-llm-leaderboard-old/details_baconnier__banker,baconnier
open-llm-leaderboard-old/details_beaugogh__Llama2-7b-openorca-mc-v2,beaugogh
open-llm-leaderboard-old/details_beaugogh__Llama2-7b-openorca-mc-v2-dpo,beaugogh
open-llm-leaderboard-old/details_behnamsh__gpt2_platypus-camel_physics,behnamsh
open-llm-leaderboard-old/details_beaugogh__pythia-1.4b-deduped-sharegpt,beaugogh
open-llm-leaderboard-old/details_beaugogh__Llama2-7b-sharegpt4,beaugogh
open-llm-leaderboard-old/details_beberik__Lonepino-11B,beberik
open-llm-leaderboard-old/details_beberik__Nyxene-11B,beberik
open-llm-leaderboard-old/details_beberik__Nyxene-v1-11B,beberik
open-llm-leaderboard-old/details_beberik__Nyxene-v3-11B,beberik
open-llm-leaderboard-old/details_beberik__Nyxene-v2-11B,beberik
open-llm-leaderboard-old/details_beberik__TinyExperts-v0-4x1B,beberik
open-llm-leaderboard-old/details_beberik__rawr,beberik
open-llm-leaderboard-old/details_beomi__KoRWKV-6B,beomi
open-llm-leaderboard-old/details_beomi__llama-2-ko-7b,beomi
open-llm-leaderboard-old/details_beomi__Yi-Ko-6B,beomi
open-llm-leaderboard-old/details_beomi__KoAlpaca-Polyglot-5.8B,beomi
open-llm-leaderboard-old/details_beowolx__CodeNinja-1.0-OpenChat-7B,beowolx
open-llm-leaderboard-old/details_beomi__KoAlpaca-KoRWKV-6B,beomi
open-llm-leaderboard-old/details_bertin-project__bertin-gpt-j-6B-alpaca,bertin-project
open-llm-leaderboard-old/details_berkeley-nest__Starling-LM-7B-alpha,berkeley-nest
open-llm-leaderboard-old/details_beowolx__MistralHermes-CodePro-7B-v1,beowolx
open-llm-leaderboard-old/details_bhenrym14__airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,bhenrym14
open-llm-leaderboard-old/details_bhavinjawade__SOLAR-10B-Nector-DPO-Jawade,bhavinjawade
open-llm-leaderboard-old/details_bhavinjawade__SOLAR-10B-OrcaDPO-Jawade,bhavinjawade
open-llm-leaderboard-old/details_bhenrym14__airophin-13b-pntk-16k-fp16,bhenrym14
open-llm-leaderboard-old/details_bigcode-data__slimpajama-1.3b,bigcode-data
open-llm-leaderboard-old/details_bigcode__santacoder,bigcode
open-llm-leaderboard-old/details_bhenrym14__mistral-7b-platypus-fp16,bhenrym14
open-llm-leaderboard-old/details_bharadwajswarna__gemma-2b-sft-telugu,bharadwajswarna
open-llm-leaderboard-old/details_bigcode-data__pile-1.3b,bigcode-data
open-llm-leaderboard-old/details_bigcode__gpt_bigcode-santacoder,bigcode
open-llm-leaderboard-old/details_bigcode__starcoder,bigcode
open-llm-leaderboard-old/details_bigcode__starcoder2-7b,bigcode
open-llm-leaderboard-old/details_bigcode__starcoderbase,bigcode
open-llm-leaderboard-old/details_bigcode__starcoderbase-1b,bigcode
open-llm-leaderboard-old/details_bigcode__starcoder2-15b,bigcode
open-llm-leaderboard-old/details_bigcode__starcoder2-3b,bigcode
open-llm-leaderboard-old/details_bhavinjawade__SuperAligned-Jawade,bhavinjawade
open-llm-leaderboard-old/details_bigcode__starcoderbase-3b,bigcode
open-llm-leaderboard-old/details_bigcode__starcoderbase-7b,bigcode
open-llm-leaderboard-old/details_bigscience__bloom-1b1,bigscience
open-llm-leaderboard-old/details_bigcode__tiny_starcoder_py,bigcode
open-llm-leaderboard-old/details_bigscience__bloom-7b1,bigscience
open-llm-leaderboard-old/details_bigcode__starcoderplus,bigcode
open-llm-leaderboard-old/details_bigscience__bloom-560m,bigscience
open-llm-leaderboard-old/details_bigscience__bloomz,bigscience
open-llm-leaderboard-old/details_bigscience__bloomz-7b1,bigscience
open-llm-leaderboard-old/details_bigscience__bloom,bigscience
open-llm-leaderboard-old/details_bit-dny__MindLLM,bit-dny
open-llm-leaderboard-old/details_binbi__SF-72B-V1,binbi
open-llm-leaderboard-old/details_binbi__MoMo-70B-V1.2_1,binbi
open-llm-leaderboard-old/details_binbi__SF-72B-V1.8.6-V1.2,binbi
open-llm-leaderboard-old/details_binbi__Ein-72B-v0.1,binbi
open-llm-leaderboard-old/details_birgermoell__llama-3-open-hermes-disco,birgermoell
open-llm-leaderboard-old/details_birgermoell__llama-3-merge-disco-neural-pace,birgermoell
open-llm-leaderboard-old/details_blueRab2it__Godrick_7Bx2_MoE_13B-v0.1,blueRab2it
open-llm-leaderboard-old/details_blueapple8259__TinyStories-Alpaca,blueapple8259
open-llm-leaderboard-old/details_bn22__DolphinMini-Mistral-7B,bn22
open-llm-leaderboard-old/details_bn22__Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,bn22
open-llm-leaderboard-old/details_bn22__tinyllama_frankenmerge,bn22
open-llm-leaderboard-old/details_bn22__OpenHermes-2.5-Mistral-7B-MISALIGNED,bn22
open-llm-leaderboard-old/details_bongchoi__test-llama-2-7b,bongchoi
open-llm-leaderboard-old/details_bofenghuang__vigogne-13b-chat,bofenghuang
open-llm-leaderboard-old/details_bobofrut__ladybird-base-7B-v8,bobofrut
open-llm-leaderboard-old/details_bofenghuang__vigogne-13b-instruct,bofenghuang
open-llm-leaderboard-old/details_bofenghuang__vigogne-7b-chat,bofenghuang
open-llm-leaderboard-old/details_bofenghuang__vigogne-7b-instruct,bofenghuang
open-llm-leaderboard-old/details_bofenghuang__vigogne-2-7b-instruct,bofenghuang
open-llm-leaderboard-old/details_bofenghuang__vigogne-2-7b-chat,bofenghuang
open-llm-leaderboard-old/details_bofenghuang__vigostral-7b-chat,bofenghuang
open-llm-leaderboard-old/details_bn999__mistral-4.2B,bn999
open-llm-leaderboard-old/details_bongchoi__test-llama2-70b,bongchoi
open-llm-leaderboard-old/details_bongchoi__test-llama2-7b,bongchoi
open-llm-leaderboard-old/details_breadlicker45__dough-instruct-base-001,breadlicker45
open-llm-leaderboard-old/details_bsp-albz__llama2-13b-platypus-ckpt-1000,bsp-albz
open-llm-leaderboard-old/details_breadlicker45__dough-base-001,breadlicker45
open-llm-leaderboard-old/details_brucethemoose__CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties,brucethemoose
open-llm-leaderboard-old/details_bongchoi__MoMo-70B-LoRA-V1.1,bongchoi
open-llm-leaderboard-old/details_boomerchan__magpie-13b,boomerchan
open-llm-leaderboard-old/details_bunkalab__Phi-3-mini-128k-instruct-HumanChoice-4.6k-DPO,bunkalab
open-llm-leaderboard-old/details_bunkalab__Phi-3-mini-128k-instruct-LinearBunkaScore-4.6k-DPO,bunkalab
open-llm-leaderboard-old/details_bunnycore__Blackbird-Llama-3-8B,bunnycore
open-llm-leaderboard-old/details_brucethemoose__CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,brucethemoose
open-llm-leaderboard-old/details_bunnycore__Cognitron-8B,bunnycore
open-llm-leaderboard-old/details_brucethemoose__CapyTessBorosYi-34B-200K-DARE-Ties,brucethemoose
open-llm-leaderboard-old/details_bunnycore__Maverick-8B,bunnycore
open-llm-leaderboard-old/details_bunnycore__LuminariX-8B,bunnycore
open-llm-leaderboard-old/details_brucethemoose__CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,brucethemoose
open-llm-leaderboard-old/details_brucethemoose__Yi-34B-200K-DARE-merge-v7,brucethemoose
open-llm-leaderboard-old/details_brucethemoose__SUS-Bagel-200K-DARE-Test,brucethemoose
open-llm-leaderboard-old/details_budecosystem__genz-70b,budecosystem
open-llm-leaderboard-old/details_buildingthemoon__testfinetunedmodel,buildingthemoon
open-llm-leaderboard-old/details_budecosystem__code-millenials-34b,budecosystem
open-llm-leaderboard-old/details_budecosystem__boomer-1b,budecosystem
open-llm-leaderboard-old/details_brucethemoose__Yi-34B-200K-DARE-megamerge-v8,brucethemoose
open-llm-leaderboard-old/details_brucethemoose__Yi-34B-200K-DARE-merge-v5,brucethemoose
open-llm-leaderboard-old/details_budecosystem__genz-13b-v2,budecosystem
open-llm-leaderboard-old/details_bunnycore__Chimera-Apex-7B,bunnycore
open-llm-leaderboard-old/details_bunnycore__CreativeSmart-2x7B,bunnycore
open-llm-leaderboard-old/details_bunnycore__Mnemosyne-7B,bunnycore
open-llm-leaderboard-old/details_bunnycore__Starling-dolphin-E26-7B,bunnycore
open-llm-leaderboard-old/details_camel-ai__CAMEL-13B-Role-Playing-Data,camel-ai
open-llm-leaderboard-old/details_camel-ai__CAMEL-33B-Combined-Data,camel-ai
open-llm-leaderboard-old/details_caisarl76__mistral-guanaco1k-ep2,caisarl76
open-llm-leaderboard-old/details_caisarl76__Mistral-7B-guanaco1k-ep2,caisarl76
open-llm-leaderboard-old/details_bunnycore__SmartToxic-7B,bunnycore
open-llm-leaderboard-old/details_capleaf__T-Llama,capleaf
open-llm-leaderboard-old/details_chansung__llamaduo_synth_ds_v0.1,chansung
open-llm-leaderboard-old/details_camel-ai__CAMEL-13B-Combined-Data,camel-ai
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-1.3B,cerebras
open-llm-leaderboard-old/details_castorini__rank_vicuna_7b_v1_fp16,castorini
open-llm-leaderboard-old/details_caisarl76__Mistral-7B-OpenOrca-Guanaco-accu16,caisarl76
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-111M,cerebras
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-2.7B,cerebras
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-13B,cerebras
open-llm-leaderboard-old/details_carsenk__flippa-exp26-v3-7b,carsenk
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-6.7B,cerebras
open-llm-leaderboard-old/details_chansung__gpt4-alpaca-lora-13b-decapoda-1024,chansung
open-llm-leaderboard-old/details_cgato__Thespis-CurtainCall-7b-v0.3,cgato
open-llm-leaderboard-old/details_cgato__TheSpice-7b-FT-ExperimentalOrca,cgato
open-llm-leaderboard-old/details_ceadar-ie__FinanceConnect-13B,ceadar-ie
open-llm-leaderboard-old/details_cgato__Thespis-Krangled-7b-v2,cgato
open-llm-leaderboard-old/details_cgato__Thespis-7b-v0.2-SFTTest-3Epoch,cgato
open-llm-leaderboard-old/details_chaoyi-wu__MedLLaMA_13B,chaoyi-wu
open-llm-leaderboard-old/details_chanwit__flux-7b-v0.1,chanwit
open-llm-leaderboard-old/details_chargoddard__MelangeC-70b,chargoddard
open-llm-leaderboard-old/details_chargoddard__MixtralRPChat-ZLoss,chargoddard
open-llm-leaderboard-old/details_chargoddard__MelangeA-70b,chargoddard
open-llm-leaderboard-old/details_chargoddard__MelangeB-70b,chargoddard
open-llm-leaderboard-old/details_chargoddard__llama-2-26b-trenchcoat-stack,chargoddard
open-llm-leaderboard-old/details_chanwit__flux-base-optimized,chanwit
open-llm-leaderboard-old/details_chanwit__flux-7b-v0.2,chanwit
open-llm-leaderboard-old/details_chargoddard__llama-2-16b-nastychat,chargoddard
open-llm-leaderboard-old/details_chargoddard__SmolLlamix-8x101M-take2,chargoddard
open-llm-leaderboard-old/details_chargoddard__average-dolphin-8x7B,chargoddard
open-llm-leaderboard-old/details_chargoddard__duplicitous-slurpbeast-13b,chargoddard
open-llm-leaderboard-old/details_chargoddard__internlm2-base-20b-llama,chargoddard
open-llm-leaderboard-old/details_chargoddard__internlm2-7b-llama,chargoddard
open-llm-leaderboard-old/details_chargoddard__internlm2-base-7b-llama,chargoddard
open-llm-leaderboard-old/details_chargoddard__internlm2-20b-llama,chargoddard
open-llm-leaderboard-old/details_chargoddard__llama2-22b-blocktriangular,chargoddard
open-llm-leaderboard-old/details_chargoddard__llama-2-34b-uncode,chargoddard
open-llm-leaderboard-old/details_chargoddard__duplicitous-mammal-13b,chargoddard
open-llm-leaderboard-old/details_chargoddard__SmolLlamix-8x101M,chargoddard
open-llm-leaderboard-old/details_chargoddard__mistral-11b-slimorca,chargoddard
open-llm-leaderboard-old/details_chargoddard__platypus2-22b-relora,chargoddard
open-llm-leaderboard-old/details_chargoddard__mixtralmerge-8x7B-rebalanced-test,chargoddard
open-llm-leaderboard-old/details_chargoddard__piano-medley-7b,chargoddard
open-llm-leaderboard-old/details_chargoddard__loyal-piano-m7-cdpo,chargoddard
open-llm-leaderboard-old/details_chargoddard__servile-harpsichord-cdpo,chargoddard
open-llm-leaderboard-old/details_chargoddard__storytime-13b,chargoddard
open-llm-leaderboard-old/details_charioteer__Neural-phi2,charioteer
open-llm-leaderboard-old/details_chasedreaminf__Dream-7B-slerp,chasedreaminf
open-llm-leaderboard-old/details_chargoddard__ypotryll-22b-epoch2-qlora,chargoddard
open-llm-leaderboard-old/details_charlesdedampierre__TopicNeuralHermes-2.5-Mistral-7B,charlesdedampierre
open-llm-leaderboard-old/details_chatty123__mistral_rank16_dpo,chatty123
open-llm-leaderboard-old/details_chatty123__mistral_rank16_invert,chatty123
open-llm-leaderboard-old/details_chatty123__mistral_rank16_packing,chatty123
open-llm-leaderboard-old/details_chatty123__mistral_rank16_sft,chatty123
open-llm-leaderboard-old/details_chatty123__mistral_rank8_packing,chatty123
open-llm-leaderboard-old/details_chatty123__mistral_rank32_sft,chatty123
open-llm-leaderboard-old/details_chatty123__mistral_rank8_invert,chatty123
open-llm-leaderboard-old/details_chatty123__mistral_rank32_dpo,chatty123
open-llm-leaderboard-old/details_chatty123__mistral_rank8_dpo,chatty123
open-llm-leaderboard-old/details_chatty123__mistral_rank8_sft,chatty123
open-llm-leaderboard-old/details_chavinlo__alpaca-native,chavinlo
open-llm-leaderboard-old/details_chihoonlee10__T3Q-DPO-Mistral-7B,chihoonlee10
open-llm-leaderboard-old/details_chatty123__mistral_rank32_invert,chatty123
open-llm-leaderboard-old/details_chihoonlee10__T3Q-EN-DPO-Mistral-7B,chihoonlee10
open-llm-leaderboard-old/details_chihoonlee10__T3Q-Mistral-Orca-Math-DPO,chihoonlee10
open-llm-leaderboard-old/details_chihoonlee10__T3Q-MSlerp-13B,chihoonlee10
open-llm-leaderboard-old/details_chrlu__zephyr-7b-gemma-hinge,chrlu
open-llm-leaderboard-old/details_chujiezheng__Starling-LM-7B-alpha-ExPO,chujiezheng
open-llm-leaderboard-old/details_chujiezheng__tulu-2-dpo-7b-ExPO,chujiezheng
open-llm-leaderboard-old/details_chujiezheng__Starling-LM-7B-beta-ExPO,chujiezheng
open-llm-leaderboard-old/details_chujiezheng__tulu-2-dpo-70b-ExPO,chujiezheng
open-llm-leaderboard-old/details_chujiezheng__zephyr-7b-alpha-ExPO,chujiezheng
open-llm-leaderboard-old/details_chickencaesar__llama2-platypus-llama2-chat-13B-hf,chickencaesar
open-llm-leaderboard-old/details_chujiezheng__zephyr-7b-beta-ExPO,chujiezheng
open-llm-leaderboard-old/details_chujiezheng__zephyr-7b-dpo-full-ExPO,chujiezheng
open-llm-leaderboard-old/details_chujiezheng__zephyr_0.1,chujiezheng
open-llm-leaderboard-old/details_chujiezheng__zephyr_0.2,chujiezheng
open-llm-leaderboard-old/details_chinoll__Yi-7b-dpo,chinoll
