repo,model_name,model_type,weight_type,precision,params_B,source_field:Type
open-llm-leaderboard-old/details_bigscience__bloom-1b1,bigscience__bloom-1b1,,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bigscience__bloom-1b7,bigscience__bloom-1b7,,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bigscience__bloom-3b,bigscience__bloom-3b,,Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bigscience__bloom-560m,bigscience__bloom-560m,,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bigscience__bloom-7b1,bigscience__bloom-7b1,🟢 pretrained,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bigscience__bloomz-3b,bigscience__bloomz-3b,,Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bigscience__bloomz-560m,bigscience__bloomz-560m,,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bigscience__bloomz-7b1,bigscience__bloomz-7b1,,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bigscience__bloomz-7b1-mt,bigscience__bloomz-7b1-mt,,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_binbi__Ein-72B-v0.1,binbi__Ein-72B-v0.1,🔶 fine-tuned on domain-specific datasets,Adapter,float16,72,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_binbi__MoMo-70B-V1.2_1,binbi__MoMo-70B-V1.2_1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_binbi__SF-72B-V1,binbi__SF-72B-V1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,72,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_binbi__SF-72B-V1.8.6-V1.2,binbi__SF-72B-V1.8.6-V1.2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,72,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_birgermoell__llama-3-merge-disco-neural-pace,birgermoell__llama-3-merge-disco-neural-pace,🤝 base merges and moerges,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_birgermoell__llama-3-open-hermes-disco,birgermoell__llama-3-open-hermes-disco,🤝 base merges and moerges,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bit-dny__MindLLM,bit-dny__MindLLM,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_blueRab2it__Godrick_7Bx2_MoE_13B-v0.1,blueRab2it__Godrick_7Bx2_MoE_13B-v0.1,🤝 base merges and moerges,Original,float16,11,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_blueapple8259__TinyStories-Alpaca,blueapple8259__TinyStories-Alpaca,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bn22__DolphinMini-Mistral-7B,bn22__DolphinMini-Mistral-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bn22__Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,bn22__Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bn22__OpenHermes-2.5-Mistral-7B-MISALIGNED,bn22__OpenHermes-2.5-Mistral-7B-MISALIGNED,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bn22__tinyllama_frankenmerge,bn22__tinyllama_frankenmerge,🟢 pretrained,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bn999__mistral-4.2B,bn999__mistral-4.2B,🤝 base merges and moerges,Original,bfloat16,4,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bobofrut__ladybird-base-7B-v8,bobofrut__ladybird-base-7B-v8,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bofenghuang__vigogne-13b-chat,bofenghuang__vigogne-13b-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bofenghuang__vigogne-13b-instruct,bofenghuang__vigogne-13b-instruct,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bofenghuang__vigogne-2-13b-instruct,bofenghuang__vigogne-2-13b-instruct,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bofenghuang__vigogne-2-7b-chat,bofenghuang__vigogne-2-7b-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bofenghuang__vigogne-2-7b-instruct,bofenghuang__vigogne-2-7b-instruct,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bofenghuang__vigogne-33b-instruct,bofenghuang__vigogne-33b-instruct,🔶 fine-tuned on domain-specific datasets,Original,float16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bofenghuang__vigogne-7b-chat,bofenghuang__vigogne-7b-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bofenghuang__vigogne-7b-instruct,bofenghuang__vigogne-7b-instruct,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bofenghuang__vigostral-7b-chat,bofenghuang__vigostral-7b-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bongchoi__MoMo-70B-LoRA-V1.1,bongchoi__MoMo-70B-LoRA-V1.1,"💬 chat models (RLHF, DPO, IFT, ...)",Adapter,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bongchoi__test-llama2-7b,bongchoi__test-llama2-7b,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_boomerchan__magpie-13b,boomerchan__magpie-13b,🔶 fine-tuned on domain-specific datasets,Original,float16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_breadlicker45__dough-base-001,breadlicker45__dough-base-001,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_breadlicker45__dough-instruct-base-001,breadlicker45__dough-instruct-base-001,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_brucethemoose__CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties,brucethemoose__CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_brucethemoose__CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,brucethemoose__CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_brucethemoose__CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,brucethemoose__CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_brucethemoose__CapyTessBorosYi-34B-200K-DARE-Ties,brucethemoose__CapyTessBorosYi-34B-200K-DARE-Ties,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_brucethemoose__Capybara-Tess-Yi-34B-200K,brucethemoose__Capybara-Tess-Yi-34B-200K,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_brucethemoose__SUS-Bagel-200K-DARE-Test,brucethemoose__SUS-Bagel-200K-DARE-Test,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_brucethemoose__Yi-34B-200K-DARE-megamerge-v8,brucethemoose__Yi-34B-200K-DARE-megamerge-v8,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_brucethemoose__Yi-34B-200K-DARE-merge-v5,brucethemoose__Yi-34B-200K-DARE-merge-v5,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_brucethemoose__Yi-34B-200K-DARE-merge-v7,brucethemoose__Yi-34B-200K-DARE-merge-v7,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bsp-albz__llama2-13b-platypus-ckpt-1000,bsp-albz__llama2-13b-platypus-ckpt-1000,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_budecosystem__boomer-1b,budecosystem__boomer-1b,🟢 pretrained,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_budecosystem__code-millenials-34b,budecosystem__code-millenials-34b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_budecosystem__genz-13b-v2,budecosystem__genz-13b-v2,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_budecosystem__genz-70b,budecosystem__genz-70b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_buildingthemoon__testfinetunedmodel,buildingthemoon__testfinetunedmodel,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bullerwins__Codestral-22B-v0.1-hf,bullerwins__Codestral-22B-v0.1-hf,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,22,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunkalab__Phi-3-mini-128k-instruct-HumanChoice-4.6k-DPO,bunkalab__Phi-3-mini-128k-instruct-HumanChoice-4.6k-DPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunkalab__Phi-3-mini-128k-instruct-LinearBunkaScore-4.6k-DPO,bunkalab__Phi-3-mini-128k-instruct-LinearBunkaScore-4.6k-DPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunnycore__Blackbird-Llama-3-8B,bunnycore__Blackbird-Llama-3-8B,🤝 base merges and moerges,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunnycore__Chimera-Apex-7B,bunnycore__Chimera-Apex-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunnycore__Cognitron-8B,bunnycore__Cognitron-8B,🤝 base merges and moerges,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunnycore__CreativeSmart-2x7B,bunnycore__CreativeSmart-2x7B,🤝 base merges and moerges,Original,bfloat16,12,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunnycore__LuminariX-8B,bunnycore__LuminariX-8B,🤝 base merges and moerges,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunnycore__Maverick-8B,bunnycore__Maverick-8B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunnycore__Mnemosyne-7B,bunnycore__Mnemosyne-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunnycore__SmartToxic-7B,bunnycore__SmartToxic-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_bunnycore__Starling-dolphin-E26-7B,bunnycore__Starling-dolphin-E26-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_caisarl76__Mistral-7B-OpenOrca-Guanaco-accu16,caisarl76__Mistral-7B-OpenOrca-Guanaco-accu16,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_caisarl76__Mistral-7B-guanaco1k-ep2,caisarl76__Mistral-7B-guanaco1k-ep2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_caisarl76__mistral-guanaco1k-ep2,caisarl76__mistral-guanaco1k-ep2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_camel-ai__CAMEL-13B-Combined-Data,camel-ai__CAMEL-13B-Combined-Data,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_camel-ai__CAMEL-13B-Role-Playing-Data,camel-ai__CAMEL-13B-Role-Playing-Data,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_camel-ai__CAMEL-33B-Combined-Data,camel-ai__CAMEL-33B-Combined-Data,🔶 fine-tuned on domain-specific datasets,Original,float16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_capleaf__T-Llama,capleaf__T-Llama,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_carsenk__flippa-exp26-v3-7b,carsenk__flippa-exp26-v3-7b,🔶 fine-tuned on domain-specific datasets,Adapter,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_castorini__rank_vicuna_7b_v1_fp16,castorini__rank_vicuna_7b_v1_fp16,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_ceadar-ie__FinanceConnect-13B,ceadar-ie__FinanceConnect-13B,🔶 fine-tuned on domain-specific datasets,Original,8bit,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-1.3B,cerebras__Cerebras-GPT-1.3B,🟢 pretrained,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-111M,cerebras__Cerebras-GPT-111M,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-13B,cerebras__Cerebras-GPT-13B,🟢 pretrained,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-2.7B,cerebras__Cerebras-GPT-2.7B,🟢 pretrained,Original,float16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-256M,cerebras__Cerebras-GPT-256M,🟢 pretrained,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-590M,cerebras__Cerebras-GPT-590M,,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cerebras__Cerebras-GPT-6.7B,cerebras__Cerebras-GPT-6.7B,🟢 pretrained,Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cgato__TheSpice-7b-FT-ExperimentalOrca,cgato__TheSpice-7b-FT-ExperimentalOrca,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cgato__Thespis-7b-v0.2-SFTTest-3Epoch,cgato__Thespis-7b-v0.2-SFTTest-3Epoch,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cgato__Thespis-CurtainCall-7b-v0.3,cgato__Thespis-CurtainCall-7b-v0.3,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_cgato__Thespis-Krangled-7b-v2,cgato__Thespis-Krangled-7b-v2,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chansung__gpt4-alpaca-lora-13b-decapoda-1024,chansung__gpt4-alpaca-lora-13b-decapoda-1024,🔶 fine-tuned on domain-specific datasets,Adapter,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chansung__llamaduo_synth_ds_v0.1,chansung__llamaduo_synth_ds_v0.1,🔶 fine-tuned on domain-specific datasets,Adapter,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chanwit__flux-7b-v0.1,chanwit__flux-7b-v0.1,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chanwit__flux-7b-v0.2,chanwit__flux-7b-v0.2,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chanwit__flux-base-optimized,chanwit__flux-base-optimized,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__Chronorctypus-Limarobormes-13b,chargoddard__Chronorctypus-Limarobormes-13b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__MelangeA-70b,chargoddard__MelangeA-70b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__MelangeB-70b,chargoddard__MelangeB-70b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__MelangeC-70b,chargoddard__MelangeC-70b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__MixtralRPChat-ZLoss,chargoddard__MixtralRPChat-ZLoss,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,46,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__SmolLlamix-8x101M,chargoddard__SmolLlamix-8x101M,🟢 pretrained,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__SmolLlamix-8x101M-take2,chargoddard__SmolLlamix-8x101M-take2,🟢 pretrained,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__Yi-34B-Llama,chargoddard__Yi-34B-Llama,🟢 pretrained,Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__average-dolphin-8x7B,chargoddard__average-dolphin-8x7B,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,46,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__duplicitous-mammal-13b,chargoddard__duplicitous-mammal-13b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__duplicitous-slurpbeast-13b,chargoddard__duplicitous-slurpbeast-13b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__internlm2-20b-llama,chargoddard__internlm2-20b-llama,🟢 pretrained,Original,float16,19,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__internlm2-7b-llama,chargoddard__internlm2-7b-llama,🟩 continuously pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__internlm2-base-20b-llama,chargoddard__internlm2-base-20b-llama,🟢 pretrained,Original,float16,19,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__internlm2-base-7b-llama,chargoddard__internlm2-base-7b-llama,🟢 pretrained,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__llama-2-16b-nastychat,chargoddard__llama-2-16b-nastychat,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,16,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__llama-2-26b-trenchcoat-stack,chargoddard__llama-2-26b-trenchcoat-stack,🟢 pretrained,Original,float16,25,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__llama-2-34b-uncode,chargoddard__llama-2-34b-uncode,🔶 fine-tuned on domain-specific datasets,Original,float16,33,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__llama-polyglot-13b,chargoddard__llama-polyglot-13b,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__llama2-22b,chargoddard__llama2-22b,,Original,float16,22,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__llama2-22b-blocktriangular,chargoddard__llama2-22b-blocktriangular,🔶 fine-tuned on domain-specific datasets,Original,float16,22,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__loyal-piano-m7,chargoddard__loyal-piano-m7,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__loyal-piano-m7-cdpo,chargoddard__loyal-piano-m7-cdpo,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__mistral-11b-slimorca,chargoddard__mistral-11b-slimorca,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__mixtralmerge-8x7B-rebalanced-test,chargoddard__mixtralmerge-8x7B-rebalanced-test,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,46,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__piano-medley-7b,chargoddard__piano-medley-7b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__platypus-2-22b-relora,chargoddard__platypus-2-22b-relora,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,21,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__platypus2-22b-relora,chargoddard__platypus2-22b-relora,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,21,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__servile-harpsichord-cdpo,chargoddard__servile-harpsichord-cdpo,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__storytime-13b,chargoddard__storytime-13b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chargoddard__ypotryll-22b-epoch2-qlora,chargoddard__ypotryll-22b-epoch2-qlora,"💬 chat models (RLHF, DPO, IFT, ...)",Adapter,4bit,22,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_charioteer__Neural-phi2,charioteer__Neural-phi2,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_charlesdedampierre__TopicNeuralHermes-2.5-Mistral-7B,charlesdedampierre__TopicNeuralHermes-2.5-Mistral-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chasedreaminf__Dream-7B-slerp,chasedreaminf__Dream-7B-slerp,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank16_dpo,chatty123__mistral_rank16_dpo,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank16_invert,chatty123__mistral_rank16_invert,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank16_packing,chatty123__mistral_rank16_packing,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank16_sft,chatty123__mistral_rank16_sft,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank32_dpo,chatty123__mistral_rank32_dpo,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank32_invert,chatty123__mistral_rank32_invert,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank32_sft,chatty123__mistral_rank32_sft,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank8_dpo,chatty123__mistral_rank8_dpo,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank8_invert,chatty123__mistral_rank8_invert,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank8_packing,chatty123__mistral_rank8_packing,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chatty123__mistral_rank8_sft,chatty123__mistral_rank8_sft,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chavinlo__alpaca-native,chavinlo__alpaca-native,,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chavinlo__gpt4-x-alpaca,chavinlo__gpt4-x-alpaca,,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chickencaesar__llama2-platypus-llama2-chat-13B-hf,chickencaesar__llama2-platypus-llama2-chat-13B-hf,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chihoonlee10__T3Q-DPO-Mistral-7B,chihoonlee10__T3Q-DPO-Mistral-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chihoonlee10__T3Q-EN-DPO-Mistral-7B,chihoonlee10__T3Q-EN-DPO-Mistral-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_chihoonlee10__T3Q-MSlerp-13B,chihoonlee10__T3Q-MSlerp-13B,🔶 fine-tuned on domain-specific datasets,Original,float16,12,open-llm-leaderboard-old/contents
