model_id,org_id,n_valid_F,n_valid_C,n_valid_target,eligible,reasons
abhishekchohan/mistral-7B-forest-merge-v0.1,abhishekchohan,586,584,9586,True,
abhishekchohan/mistral-7B-forest-v0.1,abhishekchohan,586,584,9586,True,
abhishekchohan/mistral-7B-med-merge,abhishekchohan,586,584,9586,True,
abideen/AlphaMonarch-daser,abideen,586,584,9586,True,
abideen/AlphaMonarch-dora,abideen,586,584,9586,True,
abideen/AlphaMonarch-laser,abideen,586,584,9586,True,
abideen/Mistral-v0.2-orpo,abideen,586,584,9586,True,
abideen/Mistral-v2-orpo,abideen,586,584,9586,True,
abideen/MonarchCoder-7B,abideen,586,584,9586,True,
abideen/MonarchCoder-MoE-2x7B,abideen,586,584,9586,True,
abideen/NexoNimbus-7B,abideen,586,584,9586,True,
abideen/NexoNimbus-MoE-2x7B,abideen,586,584,9586,True,
abideen/PhigRange-2.7B-slerp,abideen,586,584,9586,True,
abideen/gemma-2b-openhermes,abideen,586,584,9586,True,
abideen/gemma-7b-openhermes,abideen,586,584,9586,True,
abideen/phi2-pro,abideen,0,0,0,False,source_F_lt100;source_C_lt100;target_valid_lt200
aboros98/form1,aboros98,586,584,9586,True,
aboros98/g8s-preview,aboros98,586,584,9586,True,
aboros98/groot2,aboros98,586,584,9586,True,
aboros98/lilo2,aboros98,586,584,9586,True,
aboros98/merlin1,aboros98,586,584,9586,True,
aboros98/merlin1.2,aboros98,586,584,9586,True,
aboros98/merlin1.3,aboros98,586,584,9586,True,
aboros98/merlin1.4,aboros98,586,584,9586,True,
aboros98/merlin1.5,aboros98,586,584,9586,True,
aboros98/motans1,aboros98,586,584,9586,True,
acrastt/Bean-3B,acrastt,586,584,9586,True,
acrastt/Griffin-3B,acrastt,586,584,9586,True,
acrastt/Marx-3B,acrastt,586,584,9586,True,
acrastt/Marx-3B-V2,acrastt,586,584,9586,True,
acrastt/OmegLLaMA-3B,acrastt,586,584,9586,True,
acrastt/Puma-3B,acrastt,586,584,9586,True,
acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1,acrastt,586,584,9586,True,
acrastt/Vicuna-3B,acrastt,586,584,9586,True,
acrastt/kalomaze-stuff,acrastt,586,584,9586,True,
adamo1139/LWM-7B-1M-1000000ctx-AEZAKMI-3_1-1702,adamo1139,586,584,9586,True,
adamo1139/Mistral-7B-AEZAKMI-v1,adamo1139,586,584,9586,True,
adamo1139/Mistral-7B-AEZAKMI-v2,adamo1139,586,584,9586,True,
adamo1139/Yi-34B-200K-AEZAKMI-RAW-1701,adamo1139,586,584,9586,True,
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301,adamo1139,586,584,9586,True,
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301-LoRA,adamo1139,586,584,9586,True,
adamo1139/Yi-34B-200K-AEZAKMI-RAW-2901,adamo1139,586,584,9586,True,
adamo1139/Yi-34B-200K-AEZAKMI-XLCTX-v3,adamo1139,586,584,9586,True,
adamo1139/Yi-34B-200K-AEZAKMI-v2,adamo1139,586,584,9586,True,
adamo1139/Yi-34B-200K-HESOYAM-0905,adamo1139,586,584,9586,True,
adamo1139/Yi-34B-200K-rawrr1-LORA-DPO-experimental-r3,adamo1139,586,584,9586,True,
adamo1139/Yi-34B-AEZAKMI-v1,adamo1139,586,584,9586,True,
adamo1139/Yi-34b-200K-rawrr-v2-run-0902-LoRA,adamo1139,586,584,9586,True,
adamo1139/Yi-6B-200K-AEZAKMI-v2,adamo1139,586,584,9586,True,
adamo1139/Yi-6B-200K-AEZAKMI-v2-rawrr1-DPO,adamo1139,586,584,9586,True,
adamo1139/yi-34b-200k-rawrr-dpo-1,adamo1139,586,584,9586,True,
adamo1139/yi-34b-200k-rawrr-dpo-2,adamo1139,586,584,9586,True,
adept/persimmon-8b-base,adept,586,584,9586,True,
adept/persimmon-8b-chat,adept,586,584,9586,True,
adonlee/LLaMA_2_13B_SFT_v0,adonlee,586,584,9586,True,
adonlee/LLaMA_2_70B_LoRA,adonlee,586,584,9586,True,
adonlee/Mistral_7B_SFT_DPO_v0,adonlee,586,584,9586,True,
adowu/autocodit,adowu,586,584,9586,True,
aeonium/Aeonium-v1-BaseWeb-1B,aeonium,586,584,9586,True,
aerdincdal/CBDDO-LLM-8B-Instruct-v0.1,aerdincdal,586,584,9586,True,
aerdincdal/CBDDO-LLM-8B-Instruct-v1,aerdincdal,586,584,9586,True,
aevalone/Pengland-Merge,aevalone,586,584,9586,True,
aevalone/Test-7B-pthrough,aevalone,586,584,9586,True,
ahnyeonchan/OpenOrca-AYT-13B,ahnyeonchan,586,584,9586,True,
ahxt/LiteLlama-460M-1T,ahxt,586,584,9586,True,
ahxt/llama2_xs_460M_experimental,ahxt,586,584,9586,True,
ai-forever/mGPT,ai-forever,586,584,9586,True,
ai-forever/rugpt3large_based_on_gpt2,ai-forever,586,586,9586,True,
ai4bharat/Airavata,ai4bharat,586,584,9586,True,
aihub-app/ZySec-7B-v1,aihub-app,586,584,9586,True,
aihub-app/ZySec-8B-v2,aihub-app,586,584,9586,True,
aihub-app/zyte-1.1b,aihub-app,586,584,9586,True,
aihub-app/zyte-1B,aihub-app,586,584,9586,True,
aiplanet/buddhi-128k-chat-7b,aiplanet,586,584,9586,True,
aiplanet/panda-coder-13B,aiplanet,0,0,0,False,source_F_lt100;source_C_lt100;target_valid_lt200
airesearch/LLaMa3-8b-WangchanX-sft-Demo,airesearch,586,584,9586,True,
airesearch/PolyLM-13b-WangchanX-sft-Demo,airesearch,0,0,0,False,source_F_lt100;source_C_lt100;target_valid_lt200
airesearch/typhoon-7b-WangchanX-sft-Demo,airesearch,586,584,9586,True,
aisquared/chopt-1_3b,aisquared,586,586,9586,True,
aisquared/chopt-2_7b,aisquared,586,586,9586,True,
aisquared/dlite-v1-124m,aisquared,586,586,9586,True,
aisquared/dlite-v1-1_5b,aisquared,586,586,9586,True,
aisquared/dlite-v1-355m,aisquared,586,586,9586,True,
aisquared/dlite-v1-774m,aisquared,586,586,9586,True,
aisquared/dlite-v2-124m,aisquared,586,586,9586,True,
aisquared/dlite-v2-1_5b,aisquared,586,586,9586,True,
aisquared/dlite-v2-355m,aisquared,586,586,9586,True,
aisquared/dlite-v2-774m,aisquared,586,586,9586,True,
aivince/alpaca_mistral-7b-v0.2,aivince,586,584,9586,True,
ajibawa-2023/Code-13B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Code-290k-13B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Code-290k-6.7B-Instruct,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Code-Llama-3-8B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Code-Mistral-7B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/General-Stories-Mistral-7B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/OpenHermes-2.5-Code-290k-13B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Python-Code-13B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Python-Code-33B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Scarlett-Llama-3-8B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Scarlett-Llama-3-8B-v1.0,ajibawa-2023,586,584,9586,True,
ajibawa-2023/SlimOrca-Llama-3-8B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Uncensored-Frank-13B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Uncensored-Frank-33B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Uncensored-Frank-7B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Uncensored-Frank-Llama-3-8B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Uncensored-Jordan-13B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/Uncensored-Jordan-7B,ajibawa-2023,586,584,9586,True,
ajibawa-2023/WikiHow-Mistral-Instruct-7B,ajibawa-2023,586,584,9586,True,
akjindal53244/Mistral-7B-v0.1-Open-Platypus,akjindal53244,586,584,9586,True,
alchemonaut/BoreanGale-70B,alchemonaut,586,584,9586,True,
alchemonaut/QuartetAnemoi-70B-t0.0001,alchemonaut,586,584,9586,True,
alexredna/TinyLlama-1.1B-Chat-v1.0-reasoning-v2-dpo,alexredna,586,584,9586,True,
alexredna/Tukan-1.1B-Chat-reasoning-sft-COLA,alexredna,586,584,9586,True,
alibidaran/medical_transcription_generator,alibidaran,586,586,9586,True,
alignment-handbook/zephyr-7b-dpo-full,alignment-handbook,586,584,9586,True,
alignment-handbook/zephyr-7b-dpo-qlora,alignment-handbook,586,584,9586,True,
alignment-handbook/zephyr-7b-sft-full,alignment-handbook,586,584,9586,True,
alignment-handbook/zephyr-7b-sft-qlora,alignment-handbook,586,584,9586,True,
allbyai/ToRoLaMa-7b-v1.0,allbyai,586,584,9586,True,
allenai/OLMo-1.7-7B-hf,allenai,586,584,9586,True,
allenai/OLMo-1B-hf,allenai,586,584,9586,True,
allenai/OLMo-7B-hf,allenai,586,584,9586,True,
allenai/tulu-2-dpo-70b,allenai,586,584,9586,True,
allknowingroger/ANIMA-biodesign-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/AutoLimmy-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/CalmExperiment-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Calmesmol-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Calmex26merge-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/CeptrixBeagle-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/DolphinChat-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Experimentmultiverse-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/FrankenLimmy-10B-passthrough,allknowingroger,586,584,9586,True,
allknowingroger/FrankenLong-15B-passthrough,allknowingroger,586,584,9586,True,
allknowingroger/FrankenRoger-10B-passthrough,allknowingroger,586,584,9586,True,
allknowingroger/JaskierMistral-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/JupiterINEX12-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/JupiterMerge-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/LadybirdGonzo-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/LadybirdPercival-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Lamma3merge2-15B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/Lamma3merge3-15B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/LeeMerge-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Limmy-phi2-slerp,allknowingroger,586,584,9586,True,
allknowingroger/LimmyAutomerge-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/LimyQstar-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Llama3merge5,allknowingroger,586,584,9586,True,
allknowingroger/Llama3merge7-15B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/LuxPassthrough-25B-s,allknowingroger,586,584,9586,True,
allknowingroger/M7-8B-passthrough,allknowingroger,586,584,9586,True,
allknowingroger/M7merge-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Meme-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/MistralMerge-7B-stock,allknowingroger,586,584,9586,True,
allknowingroger/MistralQ-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Mistralchat-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Mistraldouble-7B-task,allknowingroger,586,584,9586,True,
allknowingroger/Mistralmath-15B-pass,allknowingroger,586,584,9586,True,
allknowingroger/MultiCalm-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Multimerge-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/Multimerge-Neurallaymons-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/MultiverseBuddy-15B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/MultiverseEx26-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/MultiverseMath-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/NeuralCeptrix-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/NeuralDolphin-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/NeuralWestSeverus-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Neuralcoven-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Neuraljack-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/Neurallaymons-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Neuralmaath-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/Neuralmultiverse-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/NexusMistral2-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/NexusRaven-15B-pass,allknowingroger,586,584,9586,True,
allknowingroger/PercivalMelodias-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Platapus-Orca-13B,allknowingroger,586,584,9586,True,
allknowingroger/PrometheusLaser-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/QuantumBruins-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/ROGERphi-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/RasGullaINEX12-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/RogerWizard-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/StarlingDolphin-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/StarlingMaths-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/StarlingMaxLimmy-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/StarlingMaxLimmy2-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/StrangeMonarch-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Strangecoven-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/Synthiallamaguanco-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/TaoPassthrough-15B-s,allknowingroger,586,584,9586,True,
allknowingroger/TripleMerge-7B-Ties,allknowingroger,586,584,9586,True,
allknowingroger/TripleMerge2-7B-Ties,allknowingroger,586,584,9586,True,
allknowingroger/WestLakeLaser-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/WestLakeMultiverse-12B-MoE,allknowingroger,586,584,9586,True,
allknowingroger/WestlakeMaziyar-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/limyClown-7B-slerp,allknowingroger,586,584,9586,True,
allknowingroger/mergekit-slerp-zplzqvn,allknowingroger,586,584,9586,True,
alnrg2arg/blockchainlabs_7B_merged_test2_4,alnrg2arg,586,584,9586,True,
alnrg2arg/blockchainlabs_7B_merged_test2_4_prune,alnrg2arg,586,584,9586,True,
alnrg2arg/blockchainlabs_joe_bez_seminar,alnrg2arg,586,584,9586,True,
alnrg2arg/blockchainlabs_test3_seminar,alnrg2arg,586,584,9586,True,
alnrg2arg/blockchainlabs_tinyllama_fusion_LHK_yunkong,alnrg2arg,586,584,9586,True,
alnrg2arg/blockchainlabs_tinyllama_fusion_LHK_yunkong_v2,alnrg2arg,586,584,9586,True,
alnrg2arg/test,alnrg2arg,39,41,2473,False,source_F_lt100;source_C_lt100
alnrg2arg/test2,alnrg2arg,586,584,9586,True,
alnrg2arg/test2_4,alnrg2arg,586,584,9586,True,
alnrg2arg/test3_sft_16bit,alnrg2arg,586,584,9586,True,
alnrg2arg/test3_sft_16bit_dpo2,alnrg2arg,586,584,9586,True,
alnrg2arg/test3_sft_4bit,alnrg2arg,586,584,9586,True,
alnrg2arg/test_wanda_240109,alnrg2arg,18,24,1594,False,source_F_lt100;source_C_lt100
aloobun/CosmicBun-8B,aloobun,586,584,9586,True,
aloobun/CosmicNoodle-7B,aloobun,586,584,9586,True,
aloobun/Cypher-7B,aloobun,586,584,9586,True,
aloobun/Cypher-Laser-Mixtral-2x1.8B-v0.1,aloobun,586,584,9586,True,
aloobun/Cypher-Mini-1.8B,aloobun,586,584,9586,True,
aloobun/Cypher-Mixtral-2x1.8B-v0.1,aloobun,586,584,9586,True,
aloobun/Reyna-CoT-4B-v0.1,aloobun,586,584,9586,True,
aloobun/Reyna-CoT-4B-v0.2,aloobun,586,584,9586,True,
aloobun/Reyna-Mini-1.8B-v0.1,aloobun,586,584,9586,True,
aloobun/Reyna-Mini-1.8B-v0.2,aloobun,586,584,9586,True,
aloobun/Synch-Qwen1.5-1.8B,aloobun,586,584,9586,True,
aloobun/bun_mistral_7b_v2,aloobun,586,584,9586,True,
aloobun/d-Qwen1.5-0.5B,aloobun,586,584,9586,True,
aloobun/d-Qwen1.5-1.8B,aloobun,586,584,9586,True,
aloobun/falcon-1b-cot-t2,aloobun,586,584,9586,True,
aloobun/open-llama-3b-v2-elmv3,aloobun,586,584,9586,True,
aloobun/slerp_bun_mistral_7b_v2,aloobun,586,584,9586,True,
altomek/CodeRosa-70B-AB1,altomek,586,584,9586,True,
altomek/YiSM-34B-0rn,altomek,586,584,9586,True,
alvarobartt/Mistral-7B-v0.1-ORPO,alvarobartt,586,584,9586,True,
alvarobartt/mistral-7b-orpo-airoboros-pref-10k,alvarobartt,586,584,9586,True,
alvarobartt/mistral-7b-orpo-alignment-handbook,alvarobartt,586,584,9586,True,
alvarobartt/mistral-7b-orpo-capybara-reproduction,alvarobartt,586,584,9586,True,
alykassem/ds_diasum_md_mixtral,alykassem,586,584,9586,True,
amazingvince/Not-WizardLM-2-7B,amazingvince,586,584,9586,True,
amazingvince/openhermes-7b-dpo,amazingvince,586,584,9586,True,
amazingvince/where-llambo-7b,amazingvince,586,584,9586,True,
amazon/LightGPT,amazon,586,584,9586,True,
ammarali32/MultiVerse_LASER,ammarali32,586,584,9586,True,
ammarali32/multi_verse_model,ammarali32,586,584,9586,True,
amu/dpo-Qwen1.5-0.5B-Chat,amu,586,584,9586,True,
amu/dpo-phi2,amu,586,584,9586,True,
amu/orpo-lora-phi2,amu,586,584,9586,True,
amu/orpo-phi2,amu,586,584,9586,True,
amu/r-zephyr-7b-beta-qlora,amu,586,584,9586,True,
amu/spin-phi2,amu,586,584,9586,True,
amu/spin-phi2-1.5,amu,586,584,9586,True,
amu/spin-phi2-2,amu,586,584,9586,True,
amu/zen,amu,122,113,2067,True,
amu/zen_moe,amu,586,584,9586,True,
anakin87/gemma-2b-orpo,anakin87,586,584,9586,True,
anakin87/gemma-3.5b-orpo-selfmerge,anakin87,586,584,9586,True,
anas-awadalla/mpt-1b-redpajama-200b,anas-awadalla,586,584,9586,True,
anas-awadalla/mpt-7b,anas-awadalla,586,584,9586,True,
andreaskoepf/llama2-13b-megacode2_min100,andreaskoepf,586,584,9586,True,
andrijdavid/Macaroni-7b-Tied,andrijdavid,586,584,9586,True,
andrijdavid/Macaroni-v2-7b,andrijdavid,586,584,9586,True,
andrijdavid/Meta-Llama-3-13B-Instruct,andrijdavid,586,584,9586,True,
andrijdavid/macaroni-7b,andrijdavid,586,584,9586,True,
andrijdavid/tinyllama-dare,andrijdavid,586,584,9586,True,
andysalerno/cloudymixtral7Bx2-nectar-0.2,andysalerno,586,584,9586,True,
andysalerno/mistral-sft-v3,andysalerno,586,584,9586,True,
andysalerno/openchat-nectar-0.1,andysalerno,586,584,9586,True,
andysalerno/openchat-nectar-0.11,andysalerno,586,584,9586,True,
andysalerno/openchat-nectar-0.14,andysalerno,586,584,9586,True,
andysalerno/openchat-nectar-0.3,andysalerno,586,584,9586,True,
andysalerno/openchat-nectar-0.4,andysalerno,586,584,9586,True,
andysalerno/openchat-nectar-0.5,andysalerno,586,584,9586,True,
andysalerno/openchat-nectar-0.6,andysalerno,586,584,9586,True,
andysalerno/openchat-nectar-0.7,andysalerno,586,584,9586,True,
andysalerno/openchat-nectar-0.8,andysalerno,586,584,9586,True,
andysalerno/rainbowfish-7B-v10,andysalerno,586,584,9586,True,
andysalerno/rainbowfish-7B-v9,andysalerno,586,584,9586,True,
andysalerno/rainbowfish-v6,andysalerno,586,584,9586,True,
andysalerno/rainbowfish-v7,andysalerno,586,584,9586,True,
anhnv125/llama-op-v4,anhnv125,586,584,9586,True,
anhnv125/pygmalion-6b-roleplay,anhnv125,586,584,9586,True,
ankhamun/xxxI-Ixxx,ankhamun,586,584,9586,True,
antiven0m/brugle-rp,antiven0m,0,0,0,False,source_F_lt100;source_C_lt100;target_valid_lt200
antiven0m/finch,antiven0m,586,584,9586,True,
antiven0m/reverie-7b,antiven0m,586,584,9586,True,
anton-l/gpt-j-tiny-random,anton-l,586,586,9586,True,
appvoid/palmer-002,appvoid,586,584,9586,True,
appvoid/palmer-002.5,appvoid,586,584,9586,True,
aqweteddy/Tulpar-tv_marcoroni-7b,aqweteddy,586,584,9586,True,
aqweteddy/llama_chat-tv_en_luban-tv_stable_platypus2,aqweteddy,586,584,9586,True,
aqweteddy/mistral_tv-neural-marconroni,aqweteddy,586,584,9586,True,
arcee-ai/Clown-DPO-Extended,arcee-ai,586,584,9586,True,
arcee-ai/Saul-Instruct-Clown-7b,arcee-ai,586,584,9586,True,
argilla/CapybaraHermes-2.5-Mistral-7B,argilla,586,584,9586,True,
argilla/DistilabelBeagle14-7B,argilla,586,584,9586,True,
argilla/distilabeled-Hermes-2.5-Mistral-7B,argilla,586,584,9586,True,
argilla/distilabeled-Marcoro14-7B-slerp,argilla,586,584,9586,True,
argilla/distilabeled-Marcoro14-7B-slerp-full,argilla,586,584,9586,True,
argilla/notus-7b-v1,argilla,586,584,9586,True,
argilla/notus-8x7b-experiment,argilla,586,584,9586,True,
argilla/notux-8x7b-v1,argilla,586,584,9586,True,
argilla/notux-8x7b-v1-epoch-2,argilla,586,584,9586,True,
aridoverrun/Foxglove_7B,aridoverrun,586,584,9586,True,
ariellee/SuperPlatty-30B,ariellee,586,586,9586,True,
arlineka/Brunhilde-13b,arlineka,586,584,9586,True,
arlineka/Brunhilde-13b-v1,arlineka,586,584,9586,True,
arlineka/Brunhilde-13b-v3,arlineka,586,584,9586,True,
arlineka/Brunhilde-2x7b-MOE-DPO-v.01.5,arlineka,586,584,9586,True,
arlineka/KittyNyanster-v1,arlineka,586,584,9586,True,
arshadshk/Mistral-Hinglish-7B-Instruct-v0.2,arshadshk,586,584,9586,True,
arver/llama7b-qlora,arver,586,584,9586,True,
arvindanand/Deepseek-Wizard-33B-slerp,arvindanand,586,584,9586,True,
arvindanand/ValidateAI-2-33B-AT,arvindanand,586,584,9586,True,
arvindanand/ValidateAI-3-33B-Ties,arvindanand,586,584,9586,True,
arvindanand/ValidateAI-33B-slerp,arvindanand,586,584,9586,True,
ashercn97/giraffe-7b,ashercn97,586,584,9586,True,
ashercn97/manatee-7b,ashercn97,586,584,9586,True,
athirdpath/Iambe-20b-DARE-v2,athirdpath,586,584,9586,True,
athirdpath/NSFW_DPO_Noromaid-7b,athirdpath,586,584,9586,True,
athirdpath/Orca-2-13b-Alpaca-Uncensored,athirdpath,586,584,9586,True,
augmxnt/shisa-7b-v1,augmxnt,586,584,9586,True,
augmxnt/shisa-base-7b-v1,augmxnt,586,584,9586,True,
augmxnt/shisa-gamma-7b-v1,augmxnt,586,584,9586,True,
augtoma/qCammel-13,augtoma,586,584,9586,True,
augtoma/qCammel-70-x,augtoma,586,584,9586,True,
augtoma/qCammel-70x,augtoma,586,584,9586,True,
augtoma/qCammel70,augtoma,586,584,9586,True,
ausboss/llama-13b-supercot,ausboss,586,586,9586,True,
ausboss/llama-30b-supercot,ausboss,586,586,9586,True,
ausboss/llama7b-wizardlm-unfiltered,ausboss,586,584,9586,True,
automerger/Experiment26Yamshadow-7B,automerger,586,584,9586,True,
automerger/Experiment27Neuralsirkrishna-7B,automerger,586,584,9586,True,
automerger/Experiment27Pastiche-7B,automerger,586,584,9586,True,
automerger/Experiment28Yam-7B,automerger,586,584,9586,True,
automerger/Experiment29Pastiche-7B,automerger,586,584,9586,True,
automerger/Inex12Yamshadow-7B,automerger,586,584,9586,True,
automerger/NeuralsirkrishnaExperiment26-7B,automerger,586,584,9586,True,
automerger/OgnoExperiment27-7B,automerger,586,584,9586,True,
automerger/Ognoexperiment27Multi_verse_model-7B,automerger,586,584,9586,True,
automerger/PasticheAlloyingotneoy-7B,automerger,586,584,9586,True,
automerger/PasticheInex12-7B,automerger,586,584,9586,True,
automerger/ShadowYam-7B,automerger,586,584,9586,True,
automerger/ShadowYamshadow-7B,automerger,586,584,9586,True,
automerger/Strangemerges_32Yamshadow-7B,automerger,586,584,9586,True,
automerger/T3qm7xNeuralsirkrishna-7B,automerger,586,584,9586,True,
automerger/YamShadow-7B,automerger,586,584,9586,True,
automerger/YamshadowExperiment28-7B,automerger,586,584,9586,True,
avinash31d/phi-2-slerp,avinash31d,586,584,9586,True,
awnr/Mistral-7B-v0.1-half-naive-A,awnr,586,584,9586,True,
awnr/Mistral-7B-v0.1-signtensors-1-over-2,awnr,586,584,9586,True,
awnr/Mistral-7B-v0.1-signtensors-1-over-4,awnr,586,584,9586,True,
axxd/wizardllama-7b,axxd,586,584,9586,True,
azale-ai/DukunLM-7B-V1.0-Uncensored,azale-ai,586,584,9586,True,
azarafrooz/Mistral-7B-Instruct-v0.2-Selfplay-v0,azarafrooz,586,584,9586,True,
azarafrooz/Mistral-7B-Instruct-v0.2-sp-v0,azarafrooz,586,584,9586,True,
azarafrooz/Mistral-7B-Instruct-v2-sp-v0.1,azarafrooz,586,584,9586,True,
azarafrooz/gemma-2b-it-nlai-p1,azarafrooz,586,584,9586,True,
azarafrooz/gemma-2b-it-nlai-v0,azarafrooz,586,584,9586,True,
azarafrooz/gemma-2b-it-sp-test,azarafrooz,586,584,9586,True,
azarafrooz/gemma-2b-it-sp-test-openherms-step500,azarafrooz,586,584,9586,True,
azarafrooz/gemma-2b-it-sp-test1,azarafrooz,586,584,9586,True,
azarafrooz/gemma-2b-nlaf-v0,azarafrooz,586,584,9586,True,
azarafrooz/gemma-nlaf-v1,azarafrooz,586,584,9586,True,
azarafrooz/mistral-7b-selfplay-v0,azarafrooz,586,584,9586,True,
azarafrooz/mistral-7b-v2-selfplay-v0,azarafrooz,586,584,9586,True,
azarafrooz/mistral-7b-v2-selfplay-v1,azarafrooz,586,584,9586,True,
azarafrooz/mistral-v2-7b-selfplay-low-tmp,azarafrooz,586,584,9586,True,
azarafrooz/mistral-v2-7b-selfplay-v0,azarafrooz,586,584,9586,True,
azarafrooz/mistral-v2-7b-selfplay-v0-test,azarafrooz,586,584,9586,True,
azarafrooz/mistral2-sp-lima-test,azarafrooz,586,584,9586,True,
azarafrooz/phi-gemma-nlaf-v0,azarafrooz,586,584,9586,True,
azarafrooz/phi-gemma-nlaf-v1,azarafrooz,586,584,9586,True,
azharsultan/Meta-Llama-3-8B-orpo,azharsultan,586,584,9586,True,
bababababooey/mergekit-slerp-bxtecvo,bababababooey,586,584,9586,True,
bababababooey/mergekit-slerp-mntqhzv,bababababooey,586,584,9586,True,
baconnier/banker,baconnier,586,584,9586,True,
bardsai/jaskier-7b-dpo,bardsai,586,584,9586,True,
bardsai/jaskier-7b-dpo-v2,bardsai,586,584,9586,True,
bardsai/jaskier-7b-dpo-v3.3,bardsai,586,584,9586,True,
bardsai/jaskier-7b-dpo-v4.1,bardsai,586,584,9586,True,
bardsai/jaskier-7b-dpo-v4.3,bardsai,586,584,9586,True,
bardsai/jaskier-7b-dpo-v5.6,bardsai,586,584,9586,True,
bardsai/jaskier-7b-dpo-v6.1,bardsai,586,584,9586,True,
bardsai/jaskier-7b-dpo-v7.1,bardsai,586,584,9586,True,
bartowski/internlm2-chat-20b-llama,bartowski,586,584,9586,True,
bartowski/internlm2-chat-20b-llama-old,bartowski,586,584,9586,True,
bartowski/internlm2-chat-7b-sft-llama,bartowski,586,584,9586,True,
bartowski/internlm2-math-20b-llama,bartowski,586,584,9586,True,
